S2507_C01_002M,S2507_C01_012E,S2507_C01_015E,S2507_C01_015M,S2507_C01_016E,S2507_C01_016M,S2507_C01_017E,S2507_C01_017M,S2507_C01_018E,S2507_C01_018M,S2507_C01_019E,S2507_C01_019M,S2507_C01_020M,S2507_C01_021E,S2507_C01_021M,S2507_C01_022E,S2507_C01_022M,S2507_C01_023E,S2507_C01_023M,S2507_C01_024E,S2507_C01_024M,S2507_C01_025E,S2507_C01_025M,S2507_C01_026E,S2507_C01_026M,S2507_C01_027E,S2507_C01_027M,S2507_C01_028E,S2507_C01_028M,S2507_C01_029E,S2507_C01_029M,S2507_C01_030E,S2507_C01_030M,S2507_C01_031E,S2507_C01_031M,S2507_C01_032E,S2507_C01_032M,S2507_C01_033E,S2507_C01_033M,S2507_C01_034E,S2507_C01_034M,S2507_C01_035E,S2507_C01_035M,S2507_C01_036E,S2507_C01_036M,S2507_C01_037E,S2507_C01_037M,S2507_C01_038E,S2507_C01_038M,S2507_C01_039E,S2507_C01_039M,S2507_C01_040E,S2507_C01_040M,S2507_C01_041E,S2507_C01_041M,S2507_C01_042E,S2507_C01_042M,S2507_C01_043E,S2507_C01_043M,S2507_C01_044E,S2507_C01_044M,S2507_C01_045E,S2507_C01_045M,S2507_C01_046E,S2507_C01_046M,S2507_C01_047E,S2507_C01_020E,S2507_C01_048M,S2507_C01_047M,S2507_C01_048E,S2507_C01_049E,S2507_C01_049M,S2507_C01_050E,S2507_C01_050M,S2507_C01_051E,S2507_C01_051M,S2507_C01_052E,S2507_C01_052M,S2507_C01_053E,S2507_C01_053M,S2507_C01_054E,S2507_C01_054M,S2507_C01_055E,S2507_C01_055M,S2507_C01_056E,S2507_C01_056M,S2507_C01_057E,S2507_C01_057M,S2507_C01_058E,S2507_C01_058M,S2507_C01_059E,S2507_C01_059M,S2507_C01_060E,S2507_C01_060M,S2507_C01_061E,S2507_C01_061M,S2507_C01_062E,S2507_C01_062M,GEO_ID,S2507_C01_001E,S2507_C01_001M,S2507_C01_002E,S2507_C01_003E,S2507_C01_003M,S2507_C01_004E,S2507_C01_004M,S2507_C01_005E,S2507_C01_005M,S2507_C01_006E,S2507_C01_006M,S2507_C01_007E,S2507_C01_007M,S2507_C01_008E,S2507_C01_008M,S2507_C01_009E,S2507_C01_009M,S2507_C01_010E,S2507_C01_010M,S2507_C01_011E,S2507_C01_011M,S2507_C01_012M,S2507_C01_013E,S2507_C01_013M,S2507_C01_014E,S2507_C01_014M,S2507_C01_002MA,S2507_C01_012EA,S2507_C01_012MA,S2507_C01_015EA,S2507_C01_015MA,S2507_C01_016EA,S2507_C01_016MA,S2507_C01_017EA,S2507_C01_017MA,S2507_C01_018MA,S2507_C01_018EA,S2507_C01_019EA,S2507_C01_019MA,S2507_C01_020MA,S2507_C01_021MA,S2507_C01_021EA,S2507_C01_022EA,S2507_C01_022MA,S2507_C01_023MA,S2507_C01_023EA,S2507_C01_024MA,S2507_C01_024EA,S2507_C01_025MA,S2507_C01_025EA,S2507_C01_026EA,S2507_C01_026MA,S2507_C01_027EA,S2507_C01_027MA,S2507_C01_028EA,S2507_C01_028MA,S2507_C01_029EA,S2507_C01_029MA,S2507_C01_030MA,S2507_C01_030EA,S2507_C01_031EA,S2507_C01_031MA,S2507_C01_032EA,S2507_C01_032MA,S2507_C01_033EA,S2507_C01_033MA,S2507_C01_034EA,S2507_C01_034MA,S2507_C01_035MA,S2507_C01_035EA,S2507_C01_036MA,S2507_C01_036EA,S2507_C01_037EA,S2507_C01_037MA,S2507_C01_038EA,S2507_C01_038MA,S2507_C01_039EA,S2507_C01_039MA,S2507_C01_040MA,S2507_C01_040EA,S2507_C01_041MA,S2507_C01_041EA,S2507_C01_042EA,S2507_C01_042MA,S2507_C01_043EA,S2507_C01_043MA,S2507_C01_044MA,S2507_C01_044EA,S2507_C01_045MA,S2507_C01_045EA,S2507_C01_046MA,S2507_C01_046EA,S2507_C01_047MA,S2507_C01_047EA,S2507_C01_020EA,S2507_C01_048MA,S2507_C01_048EA,S2507_C01_049EA,S2507_C01_049MA,S2507_C01_050MA,S2507_C01_050EA,S2507_C01_051MA,S2507_C01_051EA,S2507_C01_052MA,S2507_C01_052EA,S2507_C01_053EA,S2507_C01_053MA,S2507_C01_054EA,S2507_C01_054MA,S2507_C01_055MA,S2507_C01_055EA,S2507_C01_056MA,S2507_C01_056EA,S2507_C01_057MA,S2507_C01_057EA,S2507_C01_058MA,S2507_C01_058EA,S2507_C01_059MA,S2507_C01_059EA,S2507_C01_060EA,S2507_C01_060MA,S2507_C01_061MA,S2507_C01_061EA,S2507_C01_062EA,S2507_C01_062MA,NAME,S2507_C01_001EA,S2507_C01_001MA,S2507_C01_002EA,S2507_C01_003MA,S2507_C01_003EA,S2507_C01_004EA,S2507_C01_004MA,S2507_C01_005EA,S2507_C01_005MA,S2507_C01_006EA,S2507_C01_006MA,S2507_C01_007EA,S2507_C01_007MA,S2507_C01_008EA,S2507_C01_008MA,S2507_C01_009MA,S2507_C01_009EA,S2507_C01_010EA,S2507_C01_010MA,S2507_C01_011EA,S2507_C01_011MA,S2507_C01_013EA,S2507_C01_013MA,S2507_C01_014MA,S2507_C01_014EA,state
1.0,13.7,8.3,0.7,6.9,0.6,3.7,0.4,36167,880,39.6,1.1,0.8,10.6,0.8,32.6,1.1,1.8,0.4,1.2,0.3,4.8,0.6,8.4,0.7,11.8,0.8,13.6,0.8,12.7,0.8,11.1,0.8,15.6,0.9,8.4,0.7,5.1,0.5,7.3,0.7,340,6,25.1,1.0,6.5,0.6,6.4,0.6,12.1,0.8,21.7,0.9,16.5,0.9,3.9,0.4,1.3,0.3,15.7,0.9,14.7,0.8,0.7,0.2,0.2,15.4,0.9,0.1,16.9,16.6,0.8,0.3,0.1,0.1,0.1,18.9,1.0,18.8,1.0,0.1,0.1,0.0,0.1,1.8,0.4,60.6,1.4,18.0,1.0,12.4,0.8,8.9,0.7,547,17,30.2,-888888888.0,0400000US45,463976,8631,26.8,22.8,0.8,15.9,0.9,11.1,0.7,12.0,0.8,6.3,0.7,5.1,0.6,101100,3020,9.3,0.7,25.5,0.9,0.7,15.7,0.9,16.9,0.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
1.6,12.7,9.9,1.2,9.3,1.5,6.0,1.0,44420,2387,49.9,2.1,1.6,10.3,1.2,22.6,1.7,0.8,0.4,0.9,0.4,3.0,0.7,4.2,0.7,7.3,1.0,9.7,1.1,11.7,1.3,12.1,1.2,21.9,1.6,13.2,1.4,7.1,1.0,8.7,1.2,405,9,19.0,1.6,4.0,0.8,4.4,0.9,10.6,1.2,20.3,1.6,13.2,1.3,5.4,1.0,1.7,0.5,14.7,1.6,13.7,1.5,0.8,0.3,0.2,16.5,1.9,0.1,20.0,19.8,1.9,0.2,0.2,0.0,0.1,25.2,2.0,25.2,2.0,0.0,0.1,0.0,0.1,0.8,0.4,28.0,1.8,22.0,1.6,44.6,1.9,5.4,0.8,1410,60,27.6,-888888888.0,0400000US46,91324,3514,28.2,19.9,1.3,18.5,1.7,13.8,1.5,10.7,1.7,5.7,1.0,3.2,0.8,103900,4347,6.3,1.0,21.1,1.6,1.4,14.7,1.6,20.0,1.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0.7,13.9,9.0,0.6,6.6,0.5,5.1,0.4,37365,784,34.2,0.9,0.8,11.8,0.6,35.3,0.8,1.2,0.2,1.1,0.2,3.0,0.3,7.5,0.5,11.3,0.6,13.3,0.6,14.5,0.8,11.6,0.6,16.4,0.7,9.1,0.6,4.9,0.4,7.2,0.5,347,4,23.8,0.8,6.4,0.4,6.3,0.5,11.1,0.6,22.0,0.7,16.5,0.6,4.3,0.3,1.2,0.2,16.0,0.8,15.1,0.8,0.7,0.2,0.2,17.5,0.7,0.1,16.5,16.2,0.7,0.3,0.1,0.0,0.1,20.6,1.0,20.5,1.0,0.1,0.1,0.0,0.1,1.2,0.2,45.6,0.9,27.6,0.8,22.4,0.8,4.4,0.4,842,15,30.4,-888888888.0,0400000US47,631932,10653,17.9,24.7,0.7,17.9,0.7,14.6,0.6,12.9,0.6,8.0,0.5,4.0,0.3,117700,1847,8.0,0.5,25.0,0.9,0.6,16.0,0.8,16.5,0.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0.5,12.2,9.8,0.3,9.7,0.4,7.9,0.3,44030,605,47.6,0.5,0.4,9.7,0.3,24.3,0.4,1.4,0.2,1.2,0.1,2.4,0.2,5.2,0.2,7.0,0.3,8.6,0.3,9.5,0.3,9.2,0.3,16.6,0.4,12.7,0.3,8.8,0.4,18.9,0.4,443,4,19.8,0.4,4.3,0.2,4.5,0.2,10.9,0.4,19.2,0.4,11.5,0.4,5.2,0.3,2.5,0.2,14.6,0.4,12.4,0.4,1.8,0.2,0.5,17.0,0.5,0.1,17.5,16.6,0.4,0.7,0.1,0.2,0.1,27.5,0.5,27.1,0.5,0.3,0.1,0.1,0.1,1.4,0.2,29.6,0.5,18.9,0.4,45.3,0.6,6.3,0.2,1439,23,26.3,-888888888.0,0400000US48,2143277,21112,22.5,28.6,0.4,17.2,0.4,11.9,0.4,10.4,0.3,5.7,0.2,3.6,0.2,97800,1119,7.8,0.3,20.4,0.5,0.4,14.6,0.4,17.5,0.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
1.1,11.8,12.1,1.2,11.2,1.1,8.3,0.8,51074,1323,24.8,1.4,1.2,15.0,1.3,41.4,1.9,0.6,0.2,1.6,0.4,1.6,0.4,5.2,0.8,8.4,1.0,13.7,1.0,14.3,1.3,13.7,1.2,18.9,1.2,9.7,0.9,5.3,0.8,7.6,1.0,369,6,14.9,1.3,3.3,0.5,3.9,0.7,7.7,1.0,18.2,1.2,13.8,1.1,3.5,0.7,0.9,0.2,14.9,1.1,13.6,1.1,1.1,0.4,0.1,18.3,1.3,0.1,19.8,19.5,1.2,0.2,0.1,0.1,0.1,31.6,1.6,31.6,1.6,0.0,0.1,0.0,0.1,0.6,0.2,16.4,1.3,37.5,1.8,41.8,2.0,4.4,0.6,1397,29,29.2,-888888888.0,0400000US49,165338,4687,9.8,5.8,0.7,13.1,1.1,21.2,1.5,27.4,1.4,16.1,1.4,6.8,0.9,200700,5092,4.9,0.8,17.0,1.3,1.1,14.9,1.1,19.8,1.3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
1.3,11.9,11.0,1.6,8.7,1.3,5.5,0.9,44484,1912,21.1,2.1,1.8,14.6,1.7,47.6,2.5,0.7,0.4,0.3,0.2,0.6,0.4,1.2,0.4,1.5,0.5,2.3,0.6,5.1,1.2,4.9,0.9,14.6,1.8,18.9,1.8,14.4,1.5,36.2,2.1,604,15,18.1,1.8,1.0,0.4,1.8,0.4,15.4,1.7,19.1,2.2,4.9,1.0,8.0,1.3,6.2,1.3,16.8,1.7,11.1,1.4,4.6,0.9,1.1,16.0,2.0,0.4,20.1,17.8,2.0,1.8,0.6,0.5,0.3,25.3,2.2,24.6,2.2,0.6,0.3,0.1,0.1,0.7,0.4,8.2,1.4,9.2,1.5,81.6,1.9,1.0,0.4,3336,95,27.2,-888888888.0,0400000US50,60995,2511,9.3,10.8,1.6,12.3,1.6,18.3,1.8,26.2,2.0,15.6,1.6,7.5,1.1,198200,6443,5.0,0.9,21.0,1.9,1.7,16.8,1.7,20.1,2.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0.7,12.1,10.3,0.5,10.0,0.5,9.3,0.6,46467,971,25.4,0.9,0.9,12.8,0.6,44.0,1.1,1.1,0.2,1.0,0.2,2.6,0.3,5.8,0.4,7.9,0.6,10.5,0.6,10.4,0.6,9.6,0.5,15.5,0.7,11.9,0.7,8.1,0.6,16.8,0.7,415,6,18.4,0.8,3.9,0.4,4.9,0.4,9.6,0.5,19.1,0.7,12.3,0.5,4.4,0.4,2.4,0.3,14.4,0.6,12.7,0.6,1.4,0.2,0.3,16.6,0.7,0.1,17.4,16.5,0.8,0.7,0.2,0.1,0.1,29.6,0.8,29.4,0.8,0.1,0.1,0.0,0.1,1.1,0.2,29.3,0.7,21.3,0.8,43.7,0.9,5.7,0.5,1382,28,28.1,-888888888.0,0400000US51,575496,9834,12.4,12.7,0.6,12.6,0.6,14.8,0.7,19.5,0.7,15.5,0.6,12.6,0.6,190600,3118,6.2,0.5,20.3,0.8,0.7,14.4,0.6,17.4,0.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0.8,12.8,10.4,0.7,10.4,0.6,8.2,0.5,47573,1039,21.8,0.9,0.7,11.7,0.7,51.6,1.0,1.0,0.2,1.4,0.3,2.3,0.3,2.8,0.4,4.9,0.4,6.6,0.5,7.5,0.6,8.5,0.6,17.7,0.8,15.3,0.8,11.4,0.7,21.7,0.8,491,5,15.8,0.8,3.3,0.4,3.0,0.4,9.5,0.7,19.1,0.8,10.2,0.6,5.5,0.4,3.4,0.4,16.2,0.7,12.7,0.6,2.8,0.3,0.7,13.9,0.8,0.2,18.8,17.6,0.8,0.9,0.2,0.3,0.1,29.0,0.9,28.8,0.9,0.2,0.1,0.1,0.1,1.0,0.2,15.8,0.8,12.0,0.8,66.2,1.1,6.0,0.5,2480,40,29.8,-888888888.0,0400000US53,468169,8039,11.5,6.9,0.5,9.3,0.6,13.5,0.7,22.9,0.9,23.1,0.9,12.7,0.7,236600,4120,5.6,0.6,17.5,0.9,0.6,16.2,0.7,18.8,0.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
1.2,14.7,7.6,0.7,5.7,0.6,2.9,0.4,34022,932,47.3,1.3,0.9,10.2,1.0,25.7,1.1,1.3,0.3,3.7,0.5,8.0,0.8,12.7,0.9,16.4,1.0,15.9,0.9,13.0,1.0,10.1,0.7,10.8,0.8,4.7,0.6,2.4,0.4,2.4,0.4,279,5,25.6,1.1,10.4,0.8,6.6,0.7,8.6,0.6,24.3,1.2,20.8,1.2,2.9,0.5,0.6,0.2,16.0,1.0,15.6,1.0,0.3,0.2,0.0,15.5,1.2,0.1,16.7,16.6,1.2,0.1,0.1,0.0,0.1,16.1,0.9,16.1,0.9,0.0,0.1,0.0,0.1,1.3,0.3,63.0,1.2,13.6,0.8,5.6,0.6,17.8,1.0,452,13,26.6,-888888888.0,0400000US54,269088,5106,31.4,27.8,1.1,15.4,1.0,11.9,0.8,8.5,0.7,3.0,0.5,1.9,0.3,81400,1945,8.3,0.8,28.1,1.1,1.0,16.0,1.0,16.7,1.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0.5,13.3,11.3,0.6,8.5,0.5,5.7,0.5,44635,1029,28.4,0.7,0.7,13.2,0.6,38.2,1.0,1.0,0.2,0.4,0.1,0.7,0.1,1.4,0.2,2.7,0.3,4.5,0.4,6.7,0.3,8.9,0.5,21.5,0.7,19.0,0.7,13.6,0.6,20.4,0.7,516,4,16.8,0.8,1.4,0.2,3.2,0.3,12.2,0.6,20.6,0.7,8.3,0.4,8.3,0.5,4.0,0.4,16.9,0.6,13.6,0.6,2.7,0.3,0.6,19.3,0.6,0.1,19.2,18.4,0.6,0.7,0.1,0.1,0.1,25.6,0.8,25.4,0.8,0.1,0.1,0.0,0.1,1.0,0.2,6.8,0.4,8.2,0.4,82.0,0.6,3.1,0.3,2973,31,26.8,-888888888.0,0400000US55,511629,6661,9.5,16.5,0.6,20.9,0.7,20.7,0.8,18.9,0.7,9.5,0.6,4.1,0.3,156100,1657,4.8,0.4,20.3,0.8,0.6,16.9,0.6,19.2,0.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
2.4,12.3,11.6,2.1,10.2,1.6,5.8,1.5,47512,2895,35.8,2.9,1.8,11.3,2.1,37.6,2.7,0.7,0.5,1.4,0.9,2.6,0.9,4.5,1.0,9.8,1.6,11.4,1.5,16.0,2.0,13.9,2.0,17.6,2.4,11.3,1.9,4.3,1.3,7.0,1.6,365,9,14.9,1.8,2.6,0.7,4.7,1.2,7.6,1.4,20.1,2.3,13.3,1.7,5.1,1.2,1.7,1.0,17.0,2.1,16.4,2.1,0.6,0.6,0.0,14.6,2.2,0.2,19.8,19.2,2.2,0.6,0.4,0.0,0.2,27.5,2.3,27.5,2.3,0.0,0.2,0.0,0.2,0.7,0.5,38.0,2.6,33.3,2.8,24.0,2.1,4.7,1.1,979,45,24.7,-888888888.0,0400000US56,60372,2344,20.0,11.6,1.6,13.1,1.9,17.4,2.3,19.5,2.4,12.6,2.1,5.8,1.2,163800,6410,4.4,1.1,19.0,2.2,1.8,17.0,2.1,19.8,2.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0.7,12.1,2.3,0.3,1.7,0.3,0.6,0.2,17012,370,11.8,0.6,0.8,11.2,0.6,60.9,0.9,4.6,0.5,24.6,0.8,25.1,0.8,18.7,0.8,11.7,0.6,6.6,0.5,4.4,0.3,2.7,0.3,2.3,0.3,1.5,0.3,1.0,0.2,1.2,0.2,151,2,51.6,1.0,31.2,0.9,8.8,0.5,11.7,0.6,21.3,0.7,20.3,0.8,0.7,0.2,0.3,0.1,10.5,0.7,10.2,0.6,0.2,0.1,0.0,11.5,0.6,0.1,7.4,7.3,0.6,0.1,0.1,0.0,0.1,4.6,0.4,4.6,0.4,0.0,0.1,0.0,0.1,4.6,0.5,6.3,0.4,1.8,0.2,2.0,0.3,90.0,0.5,541,47,12.4,-888888888.0,0400000US72,533634,8759,10.3,32.7,1.0,28.7,0.8,16.2,0.6,8.1,0.5,2.7,0.3,1.3,0.2,108900,1095,29.3,0.9,36.1,1.0,0.6,10.5,0.7,7.4,0.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
