B20005G_007M,B20005G_008E,B20005G_008M,B20005G_009E,B20005G_009M,B20005G_010E,B20005G_010M,B20005G_011E,B20005G_011M,B20005G_012E,B20005G_012M,B20005G_013E,B20005G_013M,B20005G_014E,B20005G_014M,B20005G_015E,B20005G_015M,B20005G_016E,B20005G_016M,B20005G_017E,B20005G_017M,B20005G_018E,B20005G_018M,B20005G_019E,B20005G_019M,B20005G_020E,B20005G_020M,B20005G_021E,B20005G_021M,B20005G_022E,B20005G_022M,B20005G_023E,B20005G_023M,B20005G_024E,B20005G_024M,B20005G_025E,B20005G_025M,B20005G_026E,B20005G_026M,B20005G_027E,B20005G_027M,B20005G_028E,B20005G_028M,B20005G_029E,B20005G_029M,B20005G_030E,B20005G_030M,B20005G_031E,B20005G_031M,B20005G_032E,B20005G_032M,B20005G_033E,B20005G_033M,B20005G_034E,B20005G_034M,B20005G_035E,B20005G_035M,B20005G_036E,B20005G_036M,B20005G_037E,B20005G_037M,B20005G_038E,B20005G_038M,B20005G_039E,B20005G_039M,B20005G_040E,B20005G_040M,B20005G_041E,B20005G_041M,B20005G_042E,B20005G_042M,B20005G_043E,B20005G_043M,B20005G_044E,B20005G_044M,B20005G_045E,B20005G_045M,B20005G_046E,B20005G_046M,B20005G_047E,B20005G_047M,B20005G_048E,B20005G_048M,B20005G_049E,B20005G_049M,B20005G_050E,B20005G_050M,B20005G_051E,B20005G_051M,B20005G_052E,B20005G_052M,B20005G_053E,B20005G_053M,B20005G_054E,B20005G_054M,B20005G_055E,B20005G_055M,B20005G_056E,B20005G_056M,B20005G_057E,B20005G_057M,B20005G_058E,B20005G_058M,B20005G_059E,B20005G_059M,B20005G_060E,B20005G_060M,B20005G_061E,B20005G_061M,B20005G_062E,B20005G_062M,B20005G_063E,B20005G_063M,B20005G_064E,B20005G_064M,B20005G_065E,B20005G_065M,B20005G_066E,B20005G_066M,B20005G_067E,B20005G_067M,B20005G_068E,B20005G_068M,B20005G_069E,B20005G_069M,B20005G_070E,B20005G_070M,B20005G_071E,B20005G_071M,B20005G_072E,B20005G_072M,B20005G_073E,B20005G_073M,B20005G_074E,B20005G_074M,B20005G_075E,B20005G_075M,B20005G_076E,B20005G_076M,B20005G_077E,B20005G_077M,B20005G_078E,B20005G_078M,B20005G_079E,B20005G_079M,B20005G_080E,B20005G_080M,B20005G_081E,B20005G_081M,B20005G_082E,B20005G_082M,B20005G_083E,B20005G_083M,B20005G_084E,B20005G_084M,B20005G_085E,B20005G_085M,B20005G_086E,B20005G_086M,B20005G_087E,B20005G_087M,B20005G_088E,B20005G_088M,B20005G_089E,B20005G_089M,B20005G_090E,B20005G_090M,B20005G_091E,B20005G_091M,B20005G_092E,B20005G_092M,B20005G_093E,B20005G_093M,B20005G_094E,B20005G_094M,B20005G_095E,B20005G_095M,GEO_ID,B20005G_001E,B20005G_001M,B20005G_002E,B20005G_002M,B20005G_003E,B20005G_003M,B20005G_004E,B20005G_004M,B20005G_005E,B20005G_005M,B20005G_006E,B20005G_006M,B20005G_007E,B20005G_007MA,B20005G_008EA,B20005G_008MA,B20005G_009MA,B20005G_009EA,B20005G_010MA,B20005G_010EA,B20005G_011MA,B20005G_011EA,B20005G_012EA,B20005G_012MA,B20005G_013EA,B20005G_013MA,B20005G_014EA,B20005G_014MA,B20005G_015EA,B20005G_015MA,B20005G_016EA,B20005G_016MA,B20005G_017MA,B20005G_017EA,B20005G_018MA,B20005G_018EA,B20005G_019MA,B20005G_019EA,B20005G_020MA,B20005G_020EA,B20005G_021MA,B20005G_021EA,B20005G_022MA,B20005G_022EA,B20005G_023MA,B20005G_023EA,B20005G_024MA,B20005G_024EA,B20005G_025EA,B20005G_025MA,B20005G_026EA,B20005G_026MA,B20005G_027MA,B20005G_027EA,B20005G_028MA,B20005G_028EA,B20005G_029MA,B20005G_029EA,B20005G_030EA,B20005G_030MA,B20005G_031MA,B20005G_031EA,B20005G_032MA,B20005G_032EA,B20005G_033MA,B20005G_033EA,B20005G_034MA,B20005G_034EA,B20005G_035EA,B20005G_035MA,B20005G_036EA,B20005G_036MA,B20005G_037MA,B20005G_037EA,B20005G_038MA,B20005G_038EA,B20005G_039MA,B20005G_039EA,B20005G_040MA,B20005G_040EA,B20005G_041EA,B20005G_041MA,B20005G_042EA,B20005G_042MA,B20005G_043EA,B20005G_043MA,B20005G_044EA,B20005G_044MA,B20005G_045MA,B20005G_045EA,B20005G_046MA,B20005G_046EA,B20005G_047EA,B20005G_047MA,B20005G_048EA,B20005G_048MA,B20005G_049EA,B20005G_049MA,B20005G_050MA,B20005G_050EA,B20005G_051MA,B20005G_051EA,B20005G_052EA,B20005G_052MA,B20005G_053EA,B20005G_053MA,B20005G_054EA,B20005G_054MA,B20005G_055MA,B20005G_055EA,B20005G_056MA,B20005G_056EA,B20005G_057EA,B20005G_057MA,B20005G_058EA,B20005G_058MA,B20005G_059EA,B20005G_059MA,B20005G_060MA,B20005G_060EA,B20005G_061MA,B20005G_061EA,B20005G_062EA,B20005G_062MA,B20005G_063EA,B20005G_063MA,B20005G_064EA,B20005G_064MA,B20005G_065EA,B20005G_065MA,B20005G_066EA,B20005G_066MA,B20005G_067MA,B20005G_067EA,B20005G_068MA,B20005G_068EA,B20005G_069MA,B20005G_069EA,B20005G_070EA,B20005G_070MA,B20005G_071EA,B20005G_071MA,B20005G_072MA,B20005G_072EA,B20005G_073MA,B20005G_073EA,B20005G_074EA,B20005G_074MA,B20005G_075EA,B20005G_075MA,B20005G_076EA,B20005G_076MA,B20005G_077MA,B20005G_077EA,B20005G_078MA,B20005G_078EA,B20005G_079MA,B20005G_079EA,B20005G_080EA,B20005G_080MA,B20005G_081EA,B20005G_081MA,B20005G_082MA,B20005G_082EA,B20005G_083MA,B20005G_083EA,B20005G_084MA,B20005G_084EA,B20005G_085EA,B20005G_085MA,B20005G_086EA,B20005G_086MA,B20005G_087MA,B20005G_087EA,B20005G_088MA,B20005G_088EA,B20005G_089MA,B20005G_089EA,B20005G_090MA,B20005G_090EA,B20005G_091MA,B20005G_091EA,B20005G_092EA,B20005G_092MA,B20005G_093EA,B20005G_093MA,B20005G_094EA,B20005G_094MA,B20005G_095MA,B20005G_095EA,NAME,B20005G_001MA,B20005G_001EA,B20005G_002EA,B20005G_002MA,B20005G_003EA,B20005G_003MA,B20005G_004EA,B20005G_004MA,B20005G_005MA,B20005G_005EA,B20005G_006MA,B20005G_006EA,B20005G_007EA,state
77,0,193,159,242,322,285,143,145,277,266,0,193,391,251,303,356,1250,534,1042,470,825,548,1252,632,818,430,625,395,1573,551,1537,620,1365,616,1555,521,13010,1818,3726,972,9284,1404,2287,693,1675,631,906,415,943,565,511,434,258,229,332,365,253,286,436,422,56,98,320,258,558,412,120,146,89,113,0,193,154,214,162,199,64,102,38,65,122,135,27108,2570,9280,1701,0,193,9280,1701,0,193,0,193,0,193,132,193,38,103,341,421,379,304,206,225,258,242,341,279,1210,636,1361,539,458,405,1259,702,879,629,645,447,672,363,498,346,420,345,183,193,17828,2217,7149,1548,10679,1790,2526,873,1068,397,947,473,350,303,1619,802,532,365,610,486,242,170,404,370,404,436,570,421,313,255,321,419,183,229,158,202,113,164,199,198,0,193,20,30,100,127,0400000US49,53623,3641,26515,2510,13505,1870,0,193,13505,1870,35,55,33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,49
201,1014,698,379,332,699,353,1841,768,2099,771,1562,872,4970,1431,2722,1348,5135,1338,6681,1765,5225,1265,5172,1742,3415,1334,6089,1352,7293,1262,6391,1345,8937,1602,14439,1800,106568,6789,56423,4751,50145,4217,9198,1683,5908,1188,6118,1527,3772,995,6734,1517,1852,953,1999,700,883,473,1827,587,714,395,1171,628,1860,820,2425,1201,1898,765,366,271,233,253,828,445,204,210,704,410,1451,592,216047,9242,82318,4930,0,201,82318,4930,47,56,379,579,678,455,399,324,1181,527,669,486,712,375,2224,988,4315,1229,2259,1031,5738,1448,6564,1386,6089,1297,7176,1606,5062,1591,4219,1008,8416,1531,6560,1291,9543,1310,10088,1417,133729,7117,75957,4947,57772,4211,10524,1606,5690,1177,4930,1175,4711,1049,6667,1531,3556,1007,3997,903,1809,844,2556,804,608,382,1765,677,3189,918,1569,646,586,355,511,317,632,332,1160,557,618,355,1381,567,1313,546,0400000US36,406810,16706,190763,10233,84195,6061,0,201,84195,6061,132,152,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,36
141,185,185,218,217,485,425,333,387,258,252,1099,737,835,455,343,295,2053,1128,2576,948,1911,891,1458,689,1531,519,1889,727,3055,802,2682,891,5555,1368,9151,1506,36080,3897,16891,2396,19189,2749,2721,740,2081,897,2320,1091,810,489,2419,1148,920,498,879,534,430,363,1247,602,212,184,1405,685,887,538,745,676,491,609,88,145,450,449,94,114,132,166,185,186,673,480,74955,6161,27959,3034,0,210,27959,3034,0,210,0,210,171,152,48,88,380,435,260,243,558,381,1039,641,1296,730,933,495,2501,877,1951,676,2036,795,1810,750,840,503,2206,961,3217,974,2119,718,3495,880,3099,808,46996,4633,22600,3132,24396,3106,4849,1530,3399,1206,2783,988,1123,581,2099,936,1130,596,1302,612,481,350,1680,578,260,256,1150,682,952,498,252,218,545,353,385,276,275,202,899,571,145,174,429,279,258,188,0400000US34,146972,9744,72017,5701,35937,3433,70,112,35867,3411,178,215,72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,34
195,289,299,277,228,907,419,563,376,976,396,1637,901,4028,1127,571,408,3594,1231,5572,1630,2937,886,3020,1204,2008,955,1801,714,3072,953,2795,971,1930,663,4431,1173,57766,4730,28768,2710,28998,3378,6296,1387,3844,1045,4305,1295,1790,801,3653,1290,1638,736,1820,793,788,411,896,544,321,232,575,385,849,525,460,394,178,156,224,364,353,287,567,375,77,93,140,169,224,227,95108,5723,28278,3047,0,195,28278,3047,152,182,15,34,173,166,218,227,899,679,542,602,986,484,808,409,2244,839,1430,638,2924,985,3421,961,2430,855,1810,594,1659,700,1799,845,2427,982,878,424,1917,681,1546,576,66830,4716,32082,2660,34748,3495,8876,1430,3406,964,3801,1065,2415,852,4751,1599,1340,812,2835,1125,882,453,2521,1013,192,144,1049,601,614,388,672,399,282,282,115,160,240,182,196,164,190,187,199,165,172,187,0400000US39,193319,8928,98211,5185,40445,3434,0,195,40445,3434,37,69,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,39
190,231,226,0,190,505,482,577,449,255,342,468,427,1641,818,994,523,1343,608,2175,902,1651,578,2534,1180,789,401,1810,721,1127,613,1224,625,1488,655,1694,667,23437,2757,11636,1758,11801,1828,3811,1101,837,631,1396,564,837,426,1144,583,615,481,206,176,446,353,251,194,78,134,936,541,143,156,186,234,242,267,135,163,149,244,68,112,151,184,88,147,82,151,49571,3148,18845,1951,0,190,18845,1951,0,190,159,165,92,131,302,226,225,246,130,172,711,460,761,456,1711,834,773,364,986,502,2571,899,1421,532,2370,788,692,408,1359,656,1861,704,517,432,1158,509,1046,479,30726,2720,16662,2196,14064,1821,3031,802,1267,535,995,479,1536,756,1770,805,801,672,1135,685,1006,684,559,417,120,198,256,314,360,330,193,176,470,296,10,37,77,131,181,187,162,194,95,181,40,67,0400000US29,93532,4887,43961,3811,20524,2295,0,190,20524,2295,18,33,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,29
84,299,214,171,210,463,318,168,176,1751,832,1430,926,1536,520,627,351,3739,1147,3524,955,2643,975,2256,746,3565,1067,2075,815,5407,1471,2836,1026,3968,1201,4203,1199,50175,3881,22875,2470,27300,2945,6378,1336,4177,1064,2158,787,2060,867,3110,966,828,586,1387,658,331,244,569,359,747,593,1177,635,1160,586,205,238,1265,913,567,412,0,177,327,297,266,257,359,260,229,198,96554,6079,31457,3034,0,177,31457,3034,0,177,78,99,115,182,135,110,1279,655,177,178,1166,655,869,486,3025,1199,1208,450,2786,947,4604,1020,1976,659,1970,850,2366,779,2244,763,1491,574,1507,510,2010,686,2451,715,65097,4907,29042,2922,36055,3510,8781,1490,5864,1291,5258,1163,2935,861,1894,690,1101,840,1611,687,999,511,1951,801,400,281,1665,634,869,439,343,278,139,150,512,344,719,600,97,117,263,260,563,389,91,101,0400000US42,187667,8846,91113,5502,40938,3948,0,177,40938,3948,211,200,66,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,42
58,313,291,251,289,710,516,583,352,894,662,458,363,2080,803,911,429,2744,785,3770,1291,2664,897,2412,795,1996,792,1767,578,2527,741,2410,799,4553,1273,4613,869,46864,3846,22330,2385,24534,3085,3936,902,4409,1167,3753,999,1312,521,3387,1195,639,337,2062,976,897,491,1025,630,257,228,861,470,355,247,387,334,108,121,72,90,397,298,66,71,419,376,32,57,160,153,86831,4766,31023,2633,0,172,31023,2633,35,53,333,345,475,385,407,417,860,398,982,629,961,457,889,454,3230,1234,1897,630,3283,1050,3460,904,2609,907,2513,1011,1378,558,2117,760,1524,556,980,485,1687,669,1403,573,55808,3901,27198,2662,28610,2738,5857,1318,4654,1106,3206,736,2376,880,2724,841,1761,789,1623,662,402,233,1532,612,439,300,1032,496,975,442,289,226,273,199,314,218,342,232,316,257,135,164,297,200,63,84,0400000US26,169691,6758,82860,4899,35996,3210,0,172,35996,3210,311,362,29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,26
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,31
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,16
11,55,91,0,201,170,183,198,232,182,184,77,101,21,41,367,243,744,506,553,255,204,185,880,554,329,299,513,365,1197,732,729,398,670,344,1211,644,13875,1835,8007,1607,5868,1196,712,350,694,523,1187,533,595,362,308,206,111,143,443,439,136,174,384,380,0,201,394,293,160,233,131,216,0,201,33,57,0,201,211,287,163,167,150,181,56,94,19193,2196,6089,1344,0,201,6089,1344,0,201,0,201,0,201,245,236,217,179,340,286,154,206,265,393,487,437,142,139,418,297,212,134,297,250,525,388,227,198,432,320,441,328,268,231,972,682,447,249,13104,1916,7770,1547,5334,1123,1081,465,1119,547,451,309,341,303,671,517,326,228,260,229,175,226,235,231,46,63,291,271,19,38,0,201,38,61,46,74,0,201,138,155,97,113,0,201,0,201,0400000US35,41294,3571,22101,2467,8226,1556,120,162,8106,1532,0,201,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,35
132,333,372,455,336,334,250,482,402,730,417,880,485,1652,628,2709,946,3055,793,5124,1151,3519,862,5066,1172,3548,1146,4607,1131,6205,1187,5291,1249,7836,1376,7891,1130,56419,3399,28149,2328,28270,2411,3851,957,2171,807,2715,769,3725,804,3356,845,901,623,1594,793,1159,553,2014,623,755,387,463,219,872,453,500,289,395,276,489,297,623,335,634,308,661,396,591,326,801,520,110492,5071,48375,3211,41,67,48334,3211,30,32,0,189,225,152,546,404,556,344,813,473,851,419,726,324,2528,830,649,317,3967,1047,5693,1368,4161,1084,4448,1374,3491,1016,4278,1217,4100,1038,2765,940,4276,993,4231,1014,62117,3457,34383,3152,27734,2667,5488,958,2898,814,2267,720,1110,430,4179,1331,1309,534,1361,601,1105,515,1549,535,546,342,1687,570,900,476,617,308,794,460,245,210,639,339,328,197,299,269,275,219,138,118,0400000US15,226755,8104,116263,4667,59844,3408,0,189,59844,3408,0,189,127,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,46
