S2507_C01_028M,S2507_C01_029E,S2507_C01_037M,S2507_C01_038E,S2507_C01_039E,S2507_C01_040E,S2507_C01_040M,S2507_C01_041M,S2507_C01_042E,S2507_C01_042M,S2507_C01_043E,S2507_C01_043M,S2507_C01_044E,S2507_C01_045E,S2507_C01_045M,S2507_C01_046E,S2507_C01_047E,S2507_C01_047M,S2507_C01_049E,S2507_C01_049M,S2507_C01_050E,S2507_C01_050M,S2507_C01_052E,S2507_C01_052M,S2507_C01_053E,S2507_C01_053M,S2507_C01_054M,S2507_C01_055E,S2507_C01_056E,S2507_C01_056M,S2507_C01_057E,S2507_C01_058M,S2507_C01_059E,S2507_C01_059M,S2507_C01_060E,S2507_C01_060M,S2507_C01_038M,S2507_C01_039M,S2507_C01_041E,S2507_C01_044M,S2507_C01_046M,S2507_C01_048E,S2507_C01_048M,S2507_C01_051E,S2507_C01_051M,S2507_C01_054E,S2507_C01_055M,S2507_C01_057M,S2507_C01_058E,S2507_C01_061E,S2507_C01_061M,GEO_ID,S2507_C01_001E,S2507_C01_001M,S2507_C01_002E,S2507_C01_002M,S2507_C01_003E,S2507_C01_003M,S2507_C01_004E,S2507_C01_004M,S2507_C01_005E,S2507_C01_005M,S2507_C01_006E,S2507_C01_006M,S2507_C01_007E,S2507_C01_007M,S2507_C01_008E,S2507_C01_008M,S2507_C01_009E,S2507_C01_009M,S2507_C01_010E,S2507_C01_010M,S2507_C01_011E,S2507_C01_011M,S2507_C01_012E,S2507_C01_012M,S2507_C01_013E,S2507_C01_013M,S2507_C01_014E,S2507_C01_014M,S2507_C01_015E,S2507_C01_015M,S2507_C01_016E,S2507_C01_016M,S2507_C01_017E,S2507_C01_017M,S2507_C01_018E,S2507_C01_018M,S2507_C01_019E,S2507_C01_019M,S2507_C01_020E,S2507_C01_020M,S2507_C01_021E,S2507_C01_021M,S2507_C01_022E,S2507_C01_022M,S2507_C01_023E,S2507_C01_023M,S2507_C01_024E,S2507_C01_024M,S2507_C01_025E,S2507_C01_025M,S2507_C01_026E,S2507_C01_026M,S2507_C01_027E,S2507_C01_027M,S2507_C01_028E,S2507_C01_029M,S2507_C01_030E,S2507_C01_030M,S2507_C01_031E,S2507_C01_031M,S2507_C01_032E,S2507_C01_032M,S2507_C01_033E,S2507_C01_033M,S2507_C01_034E,S2507_C01_034M,S2507_C01_035E,S2507_C01_035M,S2507_C01_036E,S2507_C01_036M,S2507_C01_037E,S2507_C01_028MA,S2507_C01_029EA,S2507_C01_029MA,S2507_C01_037MA,S2507_C01_038MA,S2507_C01_038EA,S2507_C01_039EA,S2507_C01_039MA,S2507_C01_040EA,S2507_C01_040MA,S2507_C01_041MA,S2507_C01_042MA,S2507_C01_042EA,S2507_C01_043MA,S2507_C01_043EA,S2507_C01_044MA,S2507_C01_044EA,S2507_C01_045EA,S2507_C01_045MA,S2507_C01_046EA,S2507_C01_046MA,S2507_C01_047MA,S2507_C01_047EA,S2507_C01_049MA,S2507_C01_049EA,S2507_C01_050EA,S2507_C01_050MA,S2507_C01_052MA,S2507_C01_052EA,S2507_C01_053EA,S2507_C01_053MA,S2507_C01_054MA,S2507_C01_055MA,S2507_C01_055EA,S2507_C01_056EA,S2507_C01_056MA,S2507_C01_057EA,S2507_C01_057MA,S2507_C01_058MA,S2507_C01_059EA,S2507_C01_059MA,S2507_C01_060MA,S2507_C01_060EA,S2507_C01_041EA,S2507_C01_048EA,S2507_C01_048MA,S2507_C01_051EA,S2507_C01_051MA,S2507_C01_054EA,S2507_C01_058EA,S2507_C01_061EA,S2507_C01_061MA,NAME,S2507_C01_001EA,S2507_C01_001MA,S2507_C01_002MA,S2507_C01_002EA,S2507_C01_003MA,S2507_C01_003EA,S2507_C01_004MA,S2507_C01_004EA,S2507_C01_005EA,S2507_C01_005MA,S2507_C01_006EA,S2507_C01_006MA,S2507_C01_007MA,S2507_C01_007EA,S2507_C01_008MA,S2507_C01_008EA,S2507_C01_009MA,S2507_C01_009EA,S2507_C01_010EA,S2507_C01_010MA,S2507_C01_011EA,S2507_C01_011MA,S2507_C01_012EA,S2507_C01_012MA,S2507_C01_013EA,S2507_C01_013MA,S2507_C01_014MA,S2507_C01_014EA,S2507_C01_015MA,S2507_C01_015EA,S2507_C01_016EA,S2507_C01_016MA,S2507_C01_017EA,S2507_C01_017MA,S2507_C01_018EA,S2507_C01_018MA,S2507_C01_019MA,S2507_C01_019EA,S2507_C01_020MA,S2507_C01_020EA,S2507_C01_021EA,S2507_C01_021MA,S2507_C01_022EA,S2507_C01_022MA,S2507_C01_023EA,S2507_C01_023MA,S2507_C01_024EA,S2507_C01_024MA,S2507_C01_025MA,S2507_C01_025EA,S2507_C01_026MA,S2507_C01_026EA,S2507_C01_027EA,S2507_C01_027MA,S2507_C01_028EA,S2507_C01_030MA,S2507_C01_030EA,S2507_C01_031MA,S2507_C01_031EA,S2507_C01_032EA,S2507_C01_032MA,S2507_C01_033MA,S2507_C01_033EA,S2507_C01_034EA,S2507_C01_034MA,S2507_C01_035EA,S2507_C01_035MA,S2507_C01_036MA,S2507_C01_036EA,S2507_C01_037EA,state
0.8,13.5,0.6,5.7,11.1,21.9,0.8,0.8,3.4,0.4,1.5,0.3,15.7,14.8,0.9,0.7,0.2,0.1,16.8,0.9,0.3,0.1,20.6,0.7,20.6,0.7,0.1,0.0,2.0,0.3,59.2,0.9,13.2,0.7,8.2,0.5,0.5,0.6,17.0,0.9,0.2,17.1,0.9,0.1,0.1,0.0,0.1,1.1,19.4,566,14,0400000US45,491535,9281,25.8,1.1,23.2,1.0,14.4,0.8,13.0,0.7,11.9,0.6,7.2,0.5,4.5,0.4,103100,3574,9.3,0.6,22.9,0.8,14.4,0.7,15.7,0.9,17.1,0.9,9.3,0.6,6.7,0.5,4.6,0.4,37699,1030,40.5,1.1,15.2,0.7,10.8,0.7,31.4,1.0,2.0,0.3,1.7,0.4,4.1,0.4,8.8,0.6,12.4,0.7,14.0,0.7,11.1,0.7,15.2,0.7,7.9,0.5,4.3,0.5,6.9,0.5,333,4,22.6,0.9,5.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
1.1,10.9,0.7,3.3,9.0,18.3,1.4,1.2,4.9,0.9,1.5,0.5,16.5,14.9,1.5,1.6,0.1,0.1,19.3,1.3,0.4,0.3,29.0,2.1,28.8,2.1,0.2,0.0,1.0,0.4,27.1,1.5,48.0,1.9,5.9,0.8,0.7,1.1,11.9,1.6,0.6,19.7,1.3,0.0,0.1,0.2,0.1,1.5,19.0,1533,66,0400000US46,96742,2643,26.9,1.6,20.5,1.5,16.0,1.4,13.3,1.5,13.1,1.3,7.2,1.1,3.1,0.8,107200,4933,5.2,0.8,17.6,1.6,11.9,1.3,16.5,1.6,19.7,1.3,12.2,1.1,9.2,1.2,7.6,1.1,48360,2393,51.0,2.1,15.1,1.5,9.4,1.3,23.4,2.0,1.0,0.4,1.2,0.5,2.5,0.6,4.1,0.8,5.8,0.9,9.3,1.3,12.3,1.2,21.0,1.5,14.5,1.6,7.5,1.1,11.1,1.3,420,10,15.4,1.3,3.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0.6,14.5,0.5,6.0,8.6,21.0,0.9,0.8,3.6,0.3,1.2,0.2,15.8,15.0,0.6,0.7,0.1,0.1,17.7,0.6,0.2,0.1,23.8,0.8,23.7,0.8,0.1,0.0,1.2,0.2,42.6,0.8,24.1,0.7,4.6,0.4,0.4,0.4,16.2,0.6,0.1,17.9,0.7,0.0,0.1,0.0,0.1,0.9,28.7,896,15,0400000US47,649924,10111,17.2,0.6,23.1,0.7,18.1,0.7,15.1,0.7,14.4,0.7,8.0,0.5,4.1,0.3,123900,1969,6.7,0.5,22.3,0.7,13.5,0.7,15.8,0.6,17.9,0.7,9.4,0.6,8.3,0.5,6.1,0.4,41421,789,36.6,0.9,17.6,0.7,11.6,0.5,33.0,0.8,1.2,0.2,1.3,0.2,3.5,0.4,7.0,0.4,10.8,0.6,13.9,0.5,11.3,0.5,16.6,0.7,9.3,0.5,4.5,0.4,7.3,0.4,347,3,20.3,0.8,5.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0.3,9.0,0.2,4.3,9.2,18.0,0.4,0.4,4.1,0.2,2.2,0.1,14.9,13.1,0.4,1.4,0.4,0.1,16.8,0.4,0.7,0.1,30.4,0.4,30.0,0.4,0.1,0.1,1.4,0.1,27.7,0.3,46.9,0.5,6.7,0.2,0.2,0.3,11.7,0.4,0.1,17.7,0.4,0.2,0.1,0.3,0.1,0.4,18.7,1515,27,0400000US48,2299671,22085,22.0,0.4,27.9,0.4,16.6,0.4,12.1,0.3,10.9,0.3,6.6,0.2,4.0,0.2,100300,1282,6.8,0.2,18.5,0.4,11.8,0.4,14.9,0.4,17.7,0.4,10.1,0.3,11.1,0.3,9.2,0.3,47732,596,49.1,0.5,16.6,0.4,9.8,0.3,23.2,0.5,1.4,0.1,1.3,0.1,2.8,0.1,5.6,0.2,7.8,0.3,8.9,0.3,9.2,0.3,16.2,0.4,11.8,0.3,8.5,0.3,18.9,0.4,434,3,17.7,0.4,4.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0.9,14.7,0.5,3.7,7.3,15.9,1.1,1.1,3.2,0.6,1.3,0.5,13.8,12.8,1.1,0.9,0.1,0.1,18.9,1.3,0.3,0.1,36.1,1.4,36.0,1.4,0.1,0.0,1.2,0.4,16.0,1.7,43.0,1.6,3.9,0.5,0.6,0.8,11.5,1.3,0.4,19.3,1.3,0.1,0.1,0.1,0.1,1.4,37.2,1410,26,0400000US49,179660,4493,9.6,1.0,5.9,0.8,12.8,0.9,20.4,1.3,26.8,1.3,16.9,1.5,7.5,0.8,203700,4809,5.0,0.7,15.4,1.1,10.3,0.9,13.8,1.3,19.3,1.3,13.5,1.0,13.2,0.9,9.4,0.8,55563,1739,26.0,1.4,18.7,1.1,13.4,1.2,40.6,1.6,1.2,0.4,1.0,0.3,1.6,0.4,3.2,0.4,8.1,0.8,12.1,0.9,13.7,1.1,19.8,1.4,11.7,1.0,5.5,0.7,8.6,0.9,384,5,13.6,1.0,2.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0.6,4.6,0.4,2.0,14.8,19.2,1.5,0.9,7.5,1.2,5.8,1.0,15.5,9.2,1.2,4.7,1.6,0.6,15.7,1.7,2.3,0.7,27.9,2.2,27.2,2.2,0.2,0.2,0.9,0.6,8.9,1.2,81.9,1.7,1.7,0.4,0.7,1.7,5.9,1.6,1.1,18.6,1.8,0.5,0.3,0.5,0.3,1.4,7.4,3555,113,0400000US50,66959,2568,10.2,1.4,7.7,1.2,12.8,1.5,16.4,1.7,26.4,1.8,18.9,1.8,7.6,1.2,209300,7274,5.1,1.0,20.4,1.6,12.5,1.3,15.5,1.6,18.6,1.8,12.6,1.6,7.8,1.1,7.4,1.1,46450,2317,22.8,1.7,15.4,1.6,11.7,1.5,49.1,2.4,0.9,0.6,0.2,0.1,0.7,0.3,1.3,0.5,1.7,0.6,2.9,1.0,4.8,0.8,13.8,1.7,15.7,1.7,15.2,1.6,39.1,2.1,629,15,18.0,1.8,1.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0.6,10.5,0.4,4.1,8.3,17.6,0.7,0.6,3.8,0.3,1.8,0.2,14.4,12.7,0.6,1.3,0.3,0.1,17.4,0.7,0.4,0.1,32.1,0.8,31.9,0.8,0.1,0.0,1.4,0.2,29.0,0.8,44.7,0.8,5.9,0.4,0.4,0.4,11.9,0.6,0.2,18.0,0.7,0.2,0.1,0.1,0.1,0.8,20.4,1416,29,0400000US51,591305,9078,14.5,0.7,13.1,0.6,12.3,0.6,13.9,0.6,18.2,0.7,16.2,0.6,11.9,0.6,183300,3869,5.9,0.4,18.4,0.8,11.3,0.6,14.4,0.6,18.0,0.7,10.4,0.5,10.8,0.6,10.8,0.5,50084,1154,29.3,0.9,16.4,0.7,12.4,0.7,40.5,0.9,1.4,0.2,1.1,0.2,3.0,0.4,5.3,0.4,7.9,0.5,10.3,0.5,9.6,0.5,16.7,0.6,11.7,0.6,7.5,0.4,16.4,0.6,414,5,16.7,0.6,4.3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0.4,7.1,0.4,2.4,9.0,17.8,0.8,0.6,5.4,0.5,3.4,0.4,15.0,12.1,0.6,2.3,0.6,0.2,17.4,0.8,1.0,0.2,33.3,0.9,33.1,0.9,0.1,0.0,1.1,0.2,15.7,0.6,66.7,0.8,6.8,0.5,0.3,0.6,9.0,0.7,0.3,18.5,0.8,0.1,0.1,0.2,0.1,0.7,10.8,2515,33,0400000US53,501150,10573,13.2,0.6,7.2,0.5,9.4,0.6,13.4,0.7,21.8,0.8,22.2,0.8,12.8,0.6,228900,4024,5.6,0.6,16.3,0.8,11.3,0.6,15.0,0.7,18.5,0.8,11.8,0.6,12.0,0.6,9.5,0.6,51505,807,24.9,0.8,14.6,0.7,12.1,0.5,47.3,0.9,1.1,0.2,1.5,0.3,2.1,0.3,3.8,0.4,4.6,0.4,5.6,0.4,8.3,0.6,17.3,0.8,15.7,0.8,11.9,0.5,22.1,0.8,498,6,14.3,0.8,3.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
1.0,14.7,0.8,5.6,8.0,22.4,1.3,1.2,2.8,0.4,0.5,0.2,17.5,17.2,1.1,0.3,0.0,0.1,15.7,0.9,0.0,0.1,20.8,1.3,20.8,1.3,0.1,0.0,1.3,0.3,61.6,1.0,6.2,0.6,15.6,1.1,0.7,0.8,19.1,1.1,0.2,15.7,0.9,0.0,0.1,0.0,0.1,1.3,16.6,491,15,0400000US54,276732,6429,29.2,1.5,28.0,1.2,15.1,1.0,13.0,1.0,10.0,0.8,3.2,0.5,1.5,0.4,83100,2385,7.6,0.6,24.4,1.3,14.0,0.9,17.5,1.1,15.7,0.9,8.8,0.7,7.7,0.8,4.3,0.6,37811,1356,50.6,1.2,14.9,0.9,9.9,0.9,23.3,1.1,1.3,0.3,2.7,0.4,7.7,0.8,12.0,0.9,15.8,0.9,15.9,1.0,9.9,0.8,11.5,0.9,5.3,0.6,1.9,0.5,2.7,0.5,288,4,22.4,1.2,8.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0.3,6.3,0.2,2.7,11.1,19.2,0.6,0.5,7.5,0.4,3.2,0.3,16.5,13.2,0.5,2.8,0.5,0.1,19.3,0.7,0.9,0.2,27.7,0.7,27.5,0.7,0.1,0.1,1.2,0.2,7.5,0.4,81.4,0.5,3.0,0.3,0.2,0.5,8.6,0.6,0.3,20.2,0.7,0.1,0.1,0.1,0.1,0.4,8.1,2994,37,0400000US55,537442,6519,10.6,0.5,16.4,0.5,21.4,0.6,19.8,0.6,19.5,0.7,8.5,0.5,3.8,0.3,153300,1561,5.2,0.4,17.6,0.7,12.8,0.5,16.5,0.6,20.2,0.7,11.6,0.5,9.7,0.4,6.5,0.4,47857,843,32.0,0.8,19.5,0.6,12.9,0.5,34.4,0.8,1.2,0.2,0.4,0.1,0.9,0.1,1.7,0.2,2.5,0.2,4.5,0.3,9.1,0.4,21.5,0.6,19.4,0.7,13.5,0.6,20.2,0.6,516,4,15.2,0.6,1.4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
1.9,14.9,0.8,3.2,8.2,17.4,2.2,2.1,3.5,1.0,1.1,0.5,14.7,14.4,2.1,0.1,0.2,0.2,19.1,2.3,0.2,0.3,33.7,2.2,33.6,2.2,0.2,0.0,0.8,0.5,34.2,2.6,27.5,1.9,5.5,1.2,0.9,1.9,12.8,2.0,0.1,19.4,2.3,0.1,0.1,0.1,0.2,2.4,32.8,1061,48,0400000US56,62754,2858,20.4,2.0,8.1,1.4,12.3,1.8,16.7,2.0,20.4,2.2,16.2,1.6,5.9,1.1,175500,8037,5.0,1.3,16.2,2.2,11.0,1.9,14.7,2.0,19.4,2.3,12.4,2.0,11.7,1.6,9.6,1.6,53241,2501,38.7,2.7,15.7,2.1,9.7,1.7,35.0,2.9,0.8,0.5,0.9,0.5,2.1,0.8,7.9,1.7,7.5,1.5,10.5,2.0,12.2,2.2,19.4,1.9,11.6,2.0,5.1,1.1,8.0,1.7,376,10,13.9,2.2,2.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0.6,4.3,1.0,8.7,12.6,21.1,0.8,0.8,0.8,0.2,0.3,0.1,10.4,10.2,0.6,0.1,0.0,0.1,6.8,0.6,0.0,0.1,4.9,0.4,4.9,0.4,0.1,0.0,6.1,0.6,7.3,0.3,1.2,0.2,89.4,0.6,0.6,0.7,20.0,0.6,0.1,6.9,0.6,0.0,0.1,0.0,0.1,0.6,2.1,462,49,0400000US72,515727,6139,19.4,0.9,32.2,1.1,20.1,0.9,15.3,0.8,6.5,0.5,4.8,0.5,1.6,0.3,97400,1781,31.1,0.9,34.7,1.2,12.1,0.7,10.4,0.6,6.9,0.6,2.5,0.3,1.5,0.3,0.9,0.2,17023,427,19.4,0.9,10.4,0.7,9.8,0.6,54.3,1.1,6.1,0.6,23.5,0.9,24.7,1.0,18.3,0.8,12.4,0.6,7.9,0.4,2.9,0.4,2.7,0.3,1.5,0.2,0.8,0.2,1.0,0.2,155,3,50.6,1.1,29.3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
