S2201_C01_011M,S2201_C01_012E,S2201_C01_012M,S2201_C01_013E,S2201_C01_013M,S2201_C01_014E,S2201_C01_014M,S2201_C01_015E,S2201_C01_015M,S2201_C01_016E,S2201_C01_016M,S2201_C01_017E,S2201_C01_017M,S2201_C01_018E,S2201_C01_018M,S2201_C01_019E,S2201_C01_019M,S2201_C01_020E,S2201_C01_020M,S2201_C01_021E,S2201_C01_021M,S2201_C02_001E,S2201_C02_001M,S2201_C02_002E,S2201_C02_002M,S2201_C02_003E,S2201_C02_003M,S2201_C02_004E,S2201_C02_004M,S2201_C02_005E,S2201_C02_005M,S2201_C02_006E,S2201_C02_006M,S2201_C02_007E,S2201_C02_007M,S2201_C02_008E,S2201_C02_008M,S2201_C02_009E,S2201_C02_009M,S2201_C02_010E,S2201_C02_010M,S2201_C02_011E,S2201_C02_011M,S2201_C02_012E,S2201_C02_012M,S2201_C02_013E,S2201_C02_013M,S2201_C02_014E,S2201_C02_014M,S2201_C02_015E,S2201_C02_015M,S2201_C02_016E,S2201_C02_016M,S2201_C02_017E,S2201_C02_017M,S2201_C02_018E,S2201_C02_018M,S2201_C02_019E,S2201_C02_019M,S2201_C02_020E,S2201_C02_020M,S2201_C02_021E,S2201_C02_021M,S2201_C03_001E,S2201_C03_001M,S2201_C03_002E,S2201_C03_002M,S2201_C03_003E,S2201_C03_003M,S2201_C03_004E,S2201_C03_004M,S2201_C03_005E,S2201_C03_005M,S2201_C03_006E,S2201_C03_006M,S2201_C03_007E,S2201_C03_007M,S2201_C03_008E,S2201_C03_008M,S2201_C03_009E,S2201_C03_009M,S2201_C03_010E,S2201_C03_010M,S2201_C03_011E,S2201_C03_011M,S2201_C03_012E,S2201_C03_012M,S2201_C03_013E,S2201_C03_013M,S2201_C03_014E,S2201_C03_014M,S2201_C03_015M,S2201_C03_015E,S2201_C03_016E,S2201_C03_016M,S2201_C03_017M,S2201_C03_018E,S2201_C03_018M,S2201_C03_019E,S2201_C03_019M,S2201_C03_020E,S2201_C03_020M,S2201_C03_021E,S2201_C03_021M,GEO_ID,S2201_C01_001E,S2201_C01_001M,S2201_C01_002E,S2201_C01_002M,S2201_C01_003E,S2201_C01_003M,S2201_C01_004E,S2201_C01_004M,S2201_C01_005E,S2201_C01_005M,S2201_C01_006E,S2201_C01_006M,S2201_C01_007E,S2201_C01_007M,S2201_C01_008E,S2201_C01_008M,S2201_C01_009E,S2201_C01_009M,S2201_C01_010E,S2201_C01_010M,S2201_C01_011E,S2201_C03_017E,S2201_C01_011MA,S2201_C01_012EA,S2201_C01_012MA,S2201_C01_013EA,S2201_C01_013MA,S2201_C01_014EA,S2201_C01_014MA,S2201_C01_015MA,S2201_C01_015EA,S2201_C01_016MA,S2201_C01_016EA,S2201_C01_017EA,S2201_C01_017MA,S2201_C01_018EA,S2201_C01_018MA,S2201_C01_019MA,S2201_C01_019EA,S2201_C01_020MA,S2201_C01_020EA,S2201_C01_021MA,S2201_C01_021EA,S2201_C02_001EA,S2201_C02_001MA,S2201_C02_002MA,S2201_C02_002EA,S2201_C02_003MA,S2201_C02_003EA,S2201_C02_004MA,S2201_C02_004EA,S2201_C02_005EA,S2201_C02_005MA,S2201_C02_006MA,S2201_C02_006EA,S2201_C02_007EA,S2201_C02_007MA,S2201_C02_008EA,S2201_C02_008MA,S2201_C02_009MA,S2201_C02_009EA,S2201_C02_010MA,S2201_C02_010EA,S2201_C02_011EA,S2201_C02_011MA,S2201_C02_012EA,S2201_C02_012MA,S2201_C02_013MA,S2201_C02_013EA,S2201_C02_014EA,S2201_C02_014MA,S2201_C02_015EA,S2201_C02_015MA,S2201_C02_016MA,S2201_C02_016EA,S2201_C02_017MA,S2201_C02_017EA,S2201_C02_018EA,S2201_C02_018MA,S2201_C02_019EA,S2201_C02_019MA,S2201_C02_020EA,S2201_C02_020MA,S2201_C02_021MA,S2201_C02_021EA,S2201_C03_001MA,S2201_C03_001EA,S2201_C03_002EA,S2201_C03_002MA,S2201_C03_003EA,S2201_C03_003MA,S2201_C03_004EA,S2201_C03_004MA,S2201_C03_005EA,S2201_C03_005MA,S2201_C03_006MA,S2201_C03_006EA,S2201_C03_007MA,S2201_C03_007EA,S2201_C03_008EA,S2201_C03_008MA,S2201_C03_009EA,S2201_C03_009MA,S2201_C03_010EA,S2201_C03_010MA,S2201_C03_011MA,S2201_C03_011EA,S2201_C03_012MA,S2201_C03_012EA,S2201_C03_013EA,S2201_C03_013MA,S2201_C03_014MA,S2201_C03_014EA,S2201_C03_015MA,S2201_C03_015EA,S2201_C03_016EA,S2201_C03_016MA,S2201_C03_017MA,S2201_C03_018EA,S2201_C03_018MA,S2201_C03_019MA,S2201_C03_019EA,S2201_C03_020EA,S2201_C03_020MA,S2201_C03_021EA,S2201_C03_021MA,NAME,S2201_C01_001MA,S2201_C01_001EA,S2201_C01_002EA,S2201_C01_002MA,S2201_C01_003EA,S2201_C01_003MA,S2201_C01_004EA,S2201_C01_004MA,S2201_C01_005MA,S2201_C01_005EA,S2201_C01_006EA,S2201_C01_006MA,S2201_C01_007EA,S2201_C01_007MA,S2201_C01_008EA,S2201_C01_008MA,S2201_C01_009MA,S2201_C01_009EA,S2201_C01_010MA,S2201_C01_010EA,S2201_C01_011EA,S2201_C03_017EA,state
0.1,1.4,0.1,1.1,0.1,4.4,0.1,82.7,0.1,51230,265,3202089,14021,15.9,0.2,31.4,0.3,52.7,0.3,1.3,-888888888.0,650665,10786,28.7,0.8,48.7,0.8,51.3,0.9,49.9,0.9,97.6,0.3,64.4,1.0,26.1,0.8,0.4,0.1,1.8,0.2,0.1,0.1,4.8,0.4,2.4,0.3,12.1,0.6,58.7,0.9,17253,349,422846,7595,28.0,0.8,48.4,1.3,23.6,1.0,-888888888,-888888888,4307584,14846,40.0,0.2,25.8,0.2,7.3,0.2,22.4,0.2,99.1,0.1,88.3,0.2,7.5,0.2,0.1,0.1,2.3,0.1,0.0,0.1,0.9,0.1,0.9,0.1,3.2,0.1,0.2,86.3,57420,388,14800,14.1,0.2,28.8,0.3,57.1,0.3,-888888888,-888888888,0400000US42,4958249,11531,38.5,0.2,28.8,0.2,13.1,0.2,26.1,0.3,98.9,0.1,85.1,0.1,10.0,0.1,0.1,0.1,2.3,0.1,0.0,2779243,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
-999999999.0,3.9,0.4,1.5,0.3,9.4,0.4,81.4,0.7,54554,1789,257419,5346,14.7,1.0,30.3,1.6,55.0,1.6,0.8,-888888888.0,63753,3407,35.3,2.6,41.5,3.3,46.8,2.9,46.8,2.9,-999999999.0,-999999999.0,70.8,2.8,12.2,2.1,1.1,0.4,1.7,0.6,-999999999.0,-999999999.0,11.0,1.9,3.1,1.2,27.6,2.4,58.5,2.7,17427,1204,38233,2894,26.4,3.8,48.5,4.8,25.1,3.4,-888888888,-888888888,349330,3962,37.5,0.8,26.3,1.1,8.1,0.7,21.0,1.1,-999999999.0,-999999999.0,88.7,0.7,4.5,0.4,0.3,0.1,2.6,0.3,-999999999.0,-999999999.0,2.7,0.4,1.2,0.2,6.1,0.6,0.7,85.6,63322,1912,5238,12.7,0.9,27.1,1.6,60.2,1.6,-888888888,-888888888,0400000US44,413083,3010,37.2,0.7,28.7,0.9,14.1,0.8,25.0,1.1,-999999999.0,-999999999.0,85.9,0.7,5.7,0.4,0.5,0.1,2.5,0.3,-999999999.0,219186,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Rhode Island,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,44
-999999999.0,1.1,0.1,1.0,0.1,3.5,0.2,68.2,0.3,43107,660,1204041,11533,19.0,0.5,36.0,0.7,45.0,0.7,1.6,-888888888.0,290507,7700,26.6,1.3,54.2,1.4,54.7,1.6,43.1,1.5,-999999999.0,-999999999.0,46.2,1.5,50.1,1.4,0.5,0.2,0.4,0.2,-999999999.0,-999999999.0,1.4,0.4,1.4,0.4,4.7,0.6,43.3,1.4,16634,607,214332,7207,28.2,1.6,47.8,1.7,24.0,1.5,-888888888,-888888888,1496833,11774,39.2,0.5,27.6,0.5,9.8,0.4,24.4,0.5,-999999999.0,-999999999.0,75.2,0.4,21.4,0.4,0.3,0.1,1.2,0.1,-999999999.0,-999999999.0,1.0,0.1,0.9,0.1,3.3,0.2,0.4,73.1,50190,558,10869,17.0,0.5,33.4,0.9,49.5,0.8,-888888888,-888888888,0400000US45,1787340,9096,37.2,0.4,31.9,0.5,17.1,0.4,27.4,0.5,-999999999.0,-999999999.0,70.5,0.4,26.0,0.3,0.3,0.1,1.0,0.1,-999999999.0,989709,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),South Carolina,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,45
-999999999.0,0.7,0.2,0.9,0.2,1.9,0.3,89.8,0.5,48362,974,206668,3783,11.6,0.8,29.0,1.6,59.3,1.7,0.9,-888888888.0,33587,2437,18.8,2.5,57.4,3.9,51.1,3.9,43.3,3.5,-999999999.0,-999999999.0,66.6,3.0,4.2,1.5,24.6,2.7,0.5,0.4,-999999999.0,-999999999.0,1.3,0.8,2.7,1.3,4.3,1.5,63.9,3.3,18229,1688,22955,2249,15.1,2.9,51.9,4.3,33.0,4.5,-888888888,-888888888,290178,3590,36.3,0.7,26.5,0.8,7.5,0.6,21.2,0.9,-999999999.0,-999999999.0,93.7,0.6,0.9,0.3,3.3,0.3,0.7,0.2,-999999999.0,-999999999.0,0.6,0.2,0.7,0.2,1.6,0.3,0.5,92.8,52102,1005,3665,11.2,0.9,26.2,1.6,62.6,1.8,-888888888,-888888888,0400000US46,323765,3111,34.5,0.7,29.7,0.9,12.0,0.7,23.5,0.9,-999999999.0,-999999999.0,90.9,0.5,1.3,0.3,5.5,0.3,0.6,0.2,-999999999.0,183713,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),South Dakota,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,46
0.1,1.0,0.1,1.2,0.1,3.1,0.1,78.5,0.2,42764,579,1641665,13839,17.0,0.4,35.4,0.6,47.5,0.5,1.2,-888888888.0,439997,9275,26.7,1.0,50.5,1.2,53.4,1.1,47.9,1.3,98.0,0.3,65.7,1.1,29.6,1.0,0.3,0.1,0.6,0.2,0.0,0.1,1.8,0.3,2.0,0.3,5.3,0.5,62.4,1.1,17118,329,306694,8529,25.2,1.2,48.2,1.4,26.7,1.2,-888888888,-888888888,2040093,12800,38.0,0.3,27.3,0.4,9.0,0.3,24.7,0.4,99.0,0.1,83.7,0.3,12.8,0.3,0.2,0.1,1.4,0.1,0.0,0.1,0.8,0.1,1.0,0.1,2.7,0.2,0.3,82.0,50193,400,13929,15.2,0.4,32.5,0.7,52.3,0.6,-888888888,-888888888,0400000US47,2480090,11146,36.0,0.3,31.4,0.4,16.9,0.4,28.8,0.4,98.8,0.1,80.5,0.3,15.7,0.2,0.3,0.1,1.3,0.1,0.0,1334971,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0.1,5.0,0.1,1.7,0.1,30.0,0.1,52.7,0.2,50740,267,6239195,24705,12.2,0.2,36.0,0.3,51.7,0.3,1.1,-888888888.0,1278792,16336,25.5,0.5,65.5,0.7,52.2,0.7,41.7,0.7,97.8,0.2,66.3,0.6,20.7,0.5,0.7,0.1,1.9,0.2,0.1,0.1,8.2,0.4,2.2,0.2,50.7,0.6,25.3,0.5,20556,312,1023271,16020,18.2,0.6,49.3,0.8,32.4,0.7,-888888888,-888888888,7692167,22778,31.7,0.2,33.6,0.3,10.0,0.2,21.6,0.2,98.4,0.1,78.7,0.2,10.8,0.1,0.5,0.1,4.0,0.1,0.1,0.1,4.4,0.1,1.6,0.1,26.6,0.2,0.2,57.3,57247,369,22997,11.0,0.2,33.4,0.3,55.5,0.3,-888888888,-888888888,0400000US48,8970959,21541,30.8,0.1,38.1,0.2,16.0,0.2,24.4,0.2,98.3,0.1,76.9,0.2,12.2,0.1,0.5,0.1,3.7,0.1,0.1,5215924,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0.1,3.2,0.3,1.3,0.2,10.1,0.3,84.4,0.4,57049,737,666661,6750,10.4,0.4,31.6,0.9,58.0,0.9,0.8,-888888888.0,87948,4160,21.1,2.1,63.5,2.2,46.5,2.7,40.8,2.5,96.8,0.9,82.1,2.0,2.1,0.8,2.7,0.6,2.9,0.7,0.9,0.5,5.9,1.4,3.2,0.9,18.3,2.1,71.7,2.3,24294,1546,68414,3778,13.6,2.2,47.4,2.6,39.0,2.3,-888888888,-888888888,807743,6158,29.2,0.4,39.9,0.7,8.2,0.5,19.9,0.6,98.9,0.2,91.7,0.4,0.9,0.2,0.9,0.1,2.0,0.2,0.5,0.1,2.9,0.3,1.1,0.2,9.3,0.4,0.4,85.8,60853,599,6591,10.1,0.4,29.7,0.9,60.2,0.9,-888888888,-888888888,0400000US49,895691,5044,28.4,0.4,42.2,0.6,11.9,0.6,22.0,0.6,98.7,0.2,90.7,0.4,1.0,0.1,1.0,0.1,2.1,0.2,0.6,598247,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
-999999999.0,0.2,0.1,1.2,0.2,1.0,0.2,96.0,0.4,52977,1259,160878,3335,12.3,0.9,28.4,1.3,59.2,1.5,0.9,-888888888.0,37934,2395,30.9,3.2,43.1,3.5,40.9,3.3,53.0,3.2,-999999999.0,-999999999.0,92.0,2.1,2.3,1.4,1.6,1.2,1.2,0.7,-999999999.0,-999999999.0,0.2,0.2,2.7,1.1,1.2,0.6,91.4,2.1,19234,1642,21489,2017,21.1,3.5,48.8,4.9,30.0,4.0,-888888888,-888888888,220586,3047,39.8,0.8,25.0,0.9,6.7,0.6,21.0,1.1,-999999999.0,-999999999.0,97.6,0.4,0.4,0.2,0.2,0.1,0.8,0.2,-999999999.0,-999999999.0,0.2,0.1,0.9,0.2,1.0,0.2,0.4,96.8,60282,982,3012,11.0,0.8,25.3,1.4,63.7,1.5,-888888888,-888888888,0400000US50,258520,2853,38.5,0.7,27.7,1.0,11.7,0.7,25.6,1.0,-999999999.0,-999999999.0,96.7,0.3,0.7,0.2,0.4,0.2,0.9,0.2,-999999999.0,139389,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Vermont,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,50
0.1,1.6,0.1,1.8,0.1,5.8,0.2,69.4,0.2,61741,410,2044422,13958,13.0,0.3,32.2,0.6,54.9,0.6,1.1,-888888888.0,295261,8527,28.9,1.2,53.4,1.4,49.5,1.3,45.8,1.3,97.6,0.4,51.0,1.3,41.6,1.4,0.6,0.2,2.2,0.4,0.1,0.1,2.2,0.5,2.4,0.4,7.4,0.9,46.6,1.3,19737,641,211950,7299,21.6,1.5,48.1,1.9,30.3,1.6,-888888888,-888888888,2743706,13900,35.0,0.3,30.5,0.4,7.1,0.2,19.5,0.4,98.3,0.1,75.4,0.3,16.2,0.2,0.2,0.1,4.8,0.1,0.1,0.1,1.5,0.1,1.7,0.1,5.6,0.2,0.3,71.9,67275,547,14100,12.0,0.3,30.3,0.6,57.7,0.6,-888888888,-888888888,0400000US51,3038967,13344,34.4,0.3,32.7,0.4,11.2,0.2,22.1,0.3,98.2,0.1,73.1,0.2,18.7,0.2,0.3,0.1,4.5,0.1,0.1,1832472,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0.1,2.6,0.1,3.0,0.1,7.9,0.2,78.3,0.2,57573,595,1687786,13965,14.5,0.4,33.6,0.6,52.0,0.6,1.4,-888888888.0,397413,8512,25.9,0.9,48.3,1.0,44.5,1.5,43.4,1.2,95.1,0.5,74.0,1.0,6.9,0.7,2.7,0.3,5.6,0.6,0.9,0.2,5.1,0.5,4.9,0.5,15.3,1.0,65.2,1.1,22078,643,263009,7261,19.1,1.1,47.2,1.4,33.7,1.6,-888888888,-888888888,2239404,11126,35.7,0.3,28.1,0.4,6.5,0.3,20.0,0.4,97.3,0.1,84.5,0.3,2.8,0.1,1.0,0.1,6.6,0.2,0.3,0.1,2.1,0.1,2.7,0.1,6.6,0.2,0.3,80.6,64916,629,12456,13.6,0.4,31.1,0.6,55.3,0.6,-888888888,-888888888,0400000US53,2636817,10074,34.2,0.3,31.1,0.4,12.2,0.4,23.5,0.4,97.0,0.1,82.9,0.2,3.4,0.1,1.2,0.1,6.5,0.1,0.4,1424777,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
-999999999.0,0.2,0.1,1.2,0.2,0.9,0.1,94.3,0.3,40196,697,471536,7578,23.0,0.8,35.8,1.1,41.3,1.1,0.8,-888888888.0,116622,4114,27.0,1.7,46.9,2.1,61.9,2.0,58.1,2.1,-999999999.0,-999999999.0,90.6,1.3,6.6,1.2,0.2,0.2,0.1,0.1,-999999999.0,-999999999.0,0.2,0.2,2.2,0.5,1.2,0.5,89.8,1.4,13447,863,75124,3459,34.5,2.5,46.9,2.6,18.5,2.0,-888888888,-888888888,624922,6571,44.2,0.7,23.1,0.7,9.3,0.5,30.4,0.8,-999999999.0,-999999999.0,95.7,0.3,2.3,0.3,0.1,0.1,0.7,0.1,-999999999.0,-999999999.0,0.1,0.1,1.0,0.2,0.8,0.1,0.4,95.1,46665,858,7107,20.8,0.8,33.7,1.1,45.6,1.1,-888888888,-888888888,0400000US54,741544,5473,41.5,0.6,26.8,0.7,17.6,0.6,34.8,0.8,-999999999.0,-999999999.0,94.9,0.3,3.0,0.2,0.1,0.1,0.6,0.1,-999999999.0,396412,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),West Virginia,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,54
-999999999.0,1.1,0.1,1.0,0.1,3.9,0.1,87.4,0.2,51059,321,1461573,10805,14.3,0.2,29.3,0.5,56.4,0.5,1.0,-888888888.0,304523,6910,20.9,0.9,50.8,1.2,47.1,1.4,41.7,1.3,-999999999.0,-999999999.0,71.9,1.1,18.9,1.0,1.7,0.3,2.4,0.4,-999999999.0,-999999999.0,2.8,0.5,2.2,0.4,9.9,0.7,65.7,1.1,19541,544,195717,5619,19.2,1.1,51.0,1.6,29.9,1.4,-888888888,-888888888,1983839,10461,36.6,0.3,26.3,0.4,7.1,0.3,19.5,0.3,-999999999.0,-999999999.0,92.7,0.2,3.4,0.2,0.7,0.1,1.5,0.1,-999999999.0,-999999999.0,0.8,0.1,0.8,0.1,3.0,0.2,0.2,90.7,56980,458,10416,13.5,0.2,25.9,0.5,60.5,0.5,-888888888,-888888888,0400000US55,2288362,8293,34.5,0.2,29.6,0.3,12.4,0.3,22.5,0.3,-999999999.0,-999999999.0,90.0,0.2,5.5,0.1,0.8,0.1,1.6,0.1,-999999999.0,1265856,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Wisconsin,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,55
-999999999.0,1.6,0.5,1.7,0.5,7.3,0.7,89.0,0.8,54901,1491,146745,3551,10.8,1.0,31.8,1.6,57.4,1.5,1.3,-888888888.0,15615,1735,18.9,3.7,62.1,5.7,53.5,5.8,36.0,5.3,-999999999.0,-999999999.0,86.4,3.4,1.6,1.6,5.5,1.6,0.0,0.9,-999999999.0,-999999999.0,3.5,2.3,3.1,1.8,12.0,3.8,78.2,4.2,17770,3677,11110,1545,9.6,4.0,57.9,7.8,32.4,7.1,-888888888,-888888888,207898,3294,34.8,1.0,28.5,1.2,8.2,1.0,22.7,1.3,-999999999.0,-999999999.0,94.5,0.8,0.5,0.3,1.2,0.3,0.7,0.3,-999999999.0,-999999999.0,1.4,0.5,1.6,0.5,6.9,0.7,0.9,89.8,57987,2118,3777,10.9,1.1,29.7,1.7,59.4,1.6,-888888888,-888888888,0400000US56,223513,2812,33.7,0.9,30.8,1.2,11.4,1.0,23.6,1.3,-999999999.0,-999999999.0,93.9,0.8,0.6,0.3,1.5,0.3,0.7,0.2,-999999999.0,135635,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Wyoming,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,56
-999999999.0,9.5,0.4,11.7,0.4,99.0,0.1,0.7,0.1,19429,325,895380,12009,35.6,0.6,37.5,0.9,26.9,0.7,0.9,-888888888.0,480672,8638,46.5,0.9,38.0,1.0,78.4,0.8,51.1,1.2,-999999999.0,-999999999.0,66.6,1.0,9.4,0.6,0.4,0.1,0.3,0.1,-999999999.0,-999999999.0,9.9,0.8,13.4,0.7,99.4,0.2,0.3,0.1,8315,255,346765,7991,54.0,1.3,34.9,1.2,11.1,0.7,-888888888,-888888888,783022,9709,40.8,0.6,30.5,0.7,23.3,0.8,34.9,0.8,-999999999.0,-999999999.0,70.6,0.9,8.8,0.5,0.3,0.1,0.3,0.1,-999999999.0,-999999999.0,9.2,0.6,10.7,0.6,98.7,0.2,0.1,0.9,29234,579,9547,23.9,0.8,39.2,1.1,36.9,1.0,-888888888,-888888888,0400000US72,1263694,9111,43.0,0.4,33.4,0.6,44.3,0.7,41.1,0.6,-999999999.0,-999999999.0,69.1,0.6,9.1,0.3,0.3,0.1,0.3,0.1,-999999999.0,548615,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Puerto Rico,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,72
