S2507_C01_018E,S2507_C01_019M,S2507_C01_033M,S2507_C01_034E,S2507_C01_035M,S2507_C01_061E,S2507_C01_061M,S2507_C01_062E,S2507_C01_062M,GEO_ID,S2507_C01_001E,S2507_C01_001M,S2507_C01_002E,S2507_C01_002M,S2507_C01_003E,S2507_C01_003M,S2507_C01_004E,S2507_C01_004M,S2507_C01_005E,S2507_C01_005M,S2507_C01_006E,S2507_C01_006M,S2507_C01_007E,S2507_C01_007M,S2507_C01_008E,S2507_C01_008M,S2507_C01_009E,S2507_C01_010M,S2507_C01_011M,S2507_C01_012E,S2507_C01_013E,S2507_C01_013M,S2507_C01_014E,S2507_C01_015E,S2507_C01_015M,S2507_C01_016E,S2507_C01_016M,S2507_C01_017M,S2507_C01_018M,S2507_C01_019E,S2507_C01_020E,S2507_C01_020M,S2507_C01_021E,S2507_C01_021M,S2507_C01_022E,S2507_C01_022M,S2507_C01_023E,S2507_C01_024E,S2507_C01_024M,S2507_C01_025E,S2507_C01_026E,S2507_C01_027E,S2507_C01_027M,S2507_C01_028E,S2507_C01_028M,S2507_C01_029E,S2507_C01_029M,S2507_C01_030E,S2507_C01_030M,S2507_C01_031E,S2507_C01_032E,S2507_C01_009M,S2507_C01_010E,S2507_C01_011E,S2507_C01_012M,S2507_C01_014M,S2507_C01_017E,S2507_C01_023M,S2507_C01_025M,S2507_C01_026M,S2507_C01_031M,S2507_C01_032M,S2507_C01_033E,S2507_C01_034M,S2507_C01_035E,S2507_C01_036E,S2507_C01_036M,S2507_C01_037E,S2507_C01_037M,S2507_C01_038E,S2507_C01_038M,S2507_C01_039E,S2507_C01_039M,S2507_C01_040E,S2507_C01_040M,S2507_C01_041E,S2507_C01_041M,S2507_C01_042E,S2507_C01_042M,S2507_C01_043E,S2507_C01_043M,S2507_C01_044E,S2507_C01_044M,S2507_C01_045E,S2507_C01_045M,S2507_C01_046E,S2507_C01_046M,S2507_C01_047E,S2507_C01_047M,S2507_C01_048E,S2507_C01_048M,S2507_C01_049E,S2507_C01_049M,S2507_C01_050E,S2507_C01_050M,S2507_C01_051E,S2507_C01_051M,S2507_C01_052E,S2507_C01_052M,S2507_C01_053E,S2507_C01_053M,S2507_C01_054E,S2507_C01_054M,S2507_C01_055E,S2507_C01_055M,S2507_C01_056E,S2507_C01_056M,S2507_C01_057E,S2507_C01_057M,S2507_C01_058E,S2507_C01_058M,S2507_C01_059E,S2507_C01_059M,S2507_C01_060E,S2507_C01_060M,S2507_C01_018MA,S2507_C01_018EA,S2507_C01_019MA,S2507_C01_033MA,S2507_C01_034MA,S2507_C01_034EA,S2507_C01_035MA,S2507_C01_061MA,S2507_C01_061EA,S2507_C01_062MA,S2507_C01_062EA,NAME,S2507_C01_001MA,S2507_C01_001EA,S2507_C01_002MA,S2507_C01_002EA,S2507_C01_003EA,S2507_C01_003MA,S2507_C01_004MA,S2507_C01_004EA,S2507_C01_005EA,S2507_C01_005MA,S2507_C01_006MA,S2507_C01_006EA,S2507_C01_007MA,S2507_C01_007EA,S2507_C01_008EA,S2507_C01_008MA,S2507_C01_009EA,S2507_C01_009MA,S2507_C01_010MA,S2507_C01_011MA,S2507_C01_012MA,S2507_C01_012EA,S2507_C01_013EA,S2507_C01_013MA,S2507_C01_014EA,S2507_C01_014MA,S2507_C01_015MA,S2507_C01_015EA,S2507_C01_016EA,S2507_C01_016MA,S2507_C01_017MA,S2507_C01_019EA,S2507_C01_020MA,S2507_C01_020EA,S2507_C01_021EA,S2507_C01_021MA,S2507_C01_022EA,S2507_C01_022MA,S2507_C01_023MA,S2507_C01_023EA,S2507_C01_024MA,S2507_C01_024EA,S2507_C01_025EA,S2507_C01_025MA,S2507_C01_026MA,S2507_C01_026EA,S2507_C01_027MA,S2507_C01_027EA,S2507_C01_028EA,S2507_C01_028MA,S2507_C01_029MA,S2507_C01_029EA,S2507_C01_030MA,S2507_C01_030EA,S2507_C01_031EA,S2507_C01_031MA,S2507_C01_032MA,S2507_C01_032EA,S2507_C01_010EA,S2507_C01_011EA,S2507_C01_017EA,S2507_C01_033EA,S2507_C01_035EA,S2507_C01_036MA,S2507_C01_036EA,S2507_C01_037EA,S2507_C01_037MA,S2507_C01_038MA,S2507_C01_038EA,S2507_C01_039MA,S2507_C01_039EA,S2507_C01_040MA,S2507_C01_040EA,S2507_C01_041MA,S2507_C01_041EA,S2507_C01_042EA,S2507_C01_042MA,S2507_C01_043EA,S2507_C01_043MA,S2507_C01_044EA,S2507_C01_044MA,S2507_C01_045MA,S2507_C01_045EA,S2507_C01_046EA,S2507_C01_046MA,S2507_C01_047EA,S2507_C01_047MA,S2507_C01_048MA,S2507_C01_048EA,S2507_C01_049MA,S2507_C01_049EA,S2507_C01_050EA,S2507_C01_050MA,S2507_C01_051MA,S2507_C01_051EA,S2507_C01_052EA,S2507_C01_052MA,S2507_C01_053EA,S2507_C01_053MA,S2507_C01_054MA,S2507_C01_054EA,S2507_C01_055EA,S2507_C01_055MA,S2507_C01_056MA,S2507_C01_056EA,S2507_C01_057MA,S2507_C01_057EA,S2507_C01_058EA,S2507_C01_058MA,S2507_C01_059MA,S2507_C01_059EA,S2507_C01_060EA,S2507_C01_060MA,state
35852,1.0,0.4,6.0,4,551,13,33.2,-888888888.0,0400000US45,473672,8709,26.1,1.0,24.1,0.9,15.5,0.7,12.2,0.6,10.7,0.7,6.7,0.5,4.6,0.3,99400,0.7,0.9,14.0,15.8,0.8,16.4,8.0,0.6,6.7,0.4,0.4,694,40.3,15.2,0.7,10.9,0.7,31.5,1.0,2.0,1.8,0.3,4.5,9.8,13.2,0.7,15.7,0.8,13.5,0.7,9.8,0.6,14.6,7.2,2195,9.5,25.3,0.7,0.7,4.2,0.3,0.4,0.7,0.6,0.5,3.9,0.5,318,24.7,1.0,7.5,0.6,6.5,0.5,10.8,0.6,22.1,0.8,17.5,0.7,3.4,0.4,1.2,0.2,15.8,0.8,15.0,0.7,0.6,0.1,0.2,0.1,16.4,0.7,16.2,0.7,0.2,0.1,0.0,0.1,18.9,0.7,18.9,0.7,0.1,0.1,0.0,0.1,2.0,0.3,60.0,1.0,19.1,0.7,12.6,0.7,8.3,0.6,null,null,null,null,null,null,null,null,null,(X),null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
48153,1.9,0.9,9.5,7,1471,71,31.2,-888888888.0,0400000US46,92623,2355,27.0,1.4,22.5,1.4,16.3,1.2,11.7,1.2,11.5,1.2,7.0,1.1,3.9,0.9,101300,0.8,1.3,12.7,16.3,1.4,19.8,12.1,1.5,10.0,1.2,1.1,1857,50.7,15.4,1.5,10.5,1.3,22.5,1.4,0.8,0.9,0.3,2.9,4.9,7.6,1.0,9.2,0.9,12.0,1.1,13.0,1.2,20.6,12.5,4588,5.6,17.1,1.4,1.5,6.5,0.3,0.7,0.8,1.5,1.3,7.0,1.5,399,15.4,1.3,2.9,0.5,4.3,0.7,8.2,0.9,19.1,1.5,12.7,1.2,5.2,0.9,1.3,0.4,16.3,1.4,15.3,1.3,0.8,0.4,0.1,0.1,19.8,1.5,19.6,1.5,0.1,0.1,0.0,0.1,28.5,1.8,28.4,1.8,0.1,0.1,0.0,0.1,0.8,0.3,28.2,1.6,19.6,1.5,46.3,2.0,6.0,0.7,null,null,null,null,null,null,null,null,null,(X),null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
39733,0.8,0.4,6.7,3,866,14,31.9,-888888888.0,0400000US47,630919,9179,17.4,0.7,24.2,0.7,18.4,0.6,14.8,0.7,13.0,0.5,8.1,0.4,4.2,0.3,119800,0.5,0.8,13.7,15.7,0.7,16.8,9.4,0.5,7.8,0.5,0.4,1054,35.3,17.9,0.6,11.8,0.5,34.0,0.9,1.1,1.2,0.2,3.4,7.7,11.8,0.6,14.7,0.6,14.8,0.7,11.4,0.5,15.7,8.1,1768,8.1,23.0,0.7,0.7,5.5,0.2,0.3,0.4,0.6,0.4,4.5,0.4,338,22.2,0.8,6.0,0.4,5.8,0.4,10.3,0.5,21.5,0.8,16.8,0.7,3.6,0.3,1.1,0.2,15.7,0.7,15.0,0.7,0.6,0.1,0.2,0.1,16.8,0.7,16.6,0.7,0.2,0.1,0.0,0.1,22.7,0.8,22.6,0.9,0.1,0.1,0.0,0.1,1.1,0.2,44.5,0.8,29.0,0.8,22.5,0.8,3.9,0.4,null,null,null,null,null,null,null,null,null,(X),null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
45470,0.5,0.3,18.5,3,1480,18,27.6,-888888888.0,0400000US48,2174472,20404,22.4,0.4,28.3,0.5,16.6,0.3,11.9,0.3,10.8,0.3,6.2,0.2,3.8,0.2,98600,0.3,0.4,12.2,14.5,0.4,17.2,10.2,0.3,10.2,0.3,0.3,543,48.0,16.7,0.3,9.9,0.3,24.1,0.4,1.3,1.1,0.1,2.9,5.4,7.4,0.2,9.1,0.3,9.4,0.3,9.5,0.3,16.0,12.3,1020,7.4,19.8,0.3,0.3,8.5,0.1,0.2,0.2,0.4,0.3,8.4,0.4,432,19.3,0.4,4.4,0.2,4.7,0.2,10.2,0.3,18.8,0.3,12.0,0.3,4.5,0.2,2.3,0.1,14.5,0.4,12.5,0.4,1.5,0.1,0.5,0.1,17.2,0.3,16.5,0.3,0.6,0.1,0.1,0.1,29.0,0.5,28.7,0.4,0.2,0.1,0.1,0.1,1.3,0.1,28.5,0.4,19.0,0.4,46.4,0.5,6.2,0.2,null,null,null,null,null,null,null,null,null,(X),null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
52525,1.4,0.7,7.6,6,1380,22,30.9,-888888888.0,0400000US49,169081,4782,9.9,1.0,7.2,0.8,14.1,0.9,21.3,1.2,25.1,1.3,15.2,0.9,7.2,0.7,193500,0.7,1.1,11.5,14.7,1.2,19.6,11.6,0.9,12.2,0.9,0.8,1817,27.5,18.1,1.1,13.0,1.1,40.3,1.4,1.1,1.2,0.3,2.2,4.1,8.5,0.9,13.1,1.1,14.9,1.0,13.9,1.0,18.8,10.3,3920,5.1,16.4,0.9,1.3,9.0,0.4,0.5,0.7,1.4,0.9,5.4,0.8,372,14.4,1.1,2.4,0.5,3.9,0.6,8.0,0.9,17.5,1.2,13.1,1.1,3.2,0.5,1.2,0.4,14.7,1.2,13.9,1.1,0.6,0.2,0.2,0.1,19.6,1.3,19.4,1.3,0.2,0.1,0.0,0.1,32.9,1.4,32.7,1.4,0.1,0.1,0.0,0.1,1.1,0.4,17.6,1.2,37.5,1.4,41.1,1.4,3.8,0.5,null,null,null,null,null,null,null,null,null,(X),null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
44285,1.9,1.5,38.7,12,3399,99,29.4,-888888888.0,0400000US50,63175,2455,10.2,1.4,8.3,1.2,13.0,1.4,19.3,1.6,26.3,1.9,17.2,1.7,5.7,1.0,197900,1.0,2.0,12.2,16.8,1.5,17.4,10.7,1.2,9.1,1.1,1.2,1546,22.1,15.6,1.5,12.7,1.6,48.9,2.3,0.7,0.3,0.2,0.7,1.5,1.2,0.5,2.1,0.5,4.1,1.0,6.2,1.0,15.0,16.2,6162,5.7,21.0,1.5,1.9,7.0,0.3,0.4,0.6,1.6,1.5,13.9,2.0,619,20.0,1.7,1.4,0.6,2.1,0.7,16.4,1.6,18.3,1.7,5.2,0.9,7.1,1.4,6.0,1.1,16.8,1.5,11.5,1.4,4.4,0.9,0.9,0.4,17.4,1.9,14.8,1.8,2.2,0.6,0.4,0.3,26.9,1.9,26.4,1.9,0.5,0.2,0.0,0.1,0.7,0.3,8.8,1.4,8.9,1.3,80.9,2.0,1.3,0.4,null,null,null,null,null,null,null,null,null,(X),null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
46747,0.7,0.4,15.9,5,1364,27,30.0,-888888888.0,0400000US51,574021,9741,13.9,0.6,12.4,0.6,12.9,0.7,15.0,0.6,18.1,0.5,15.5,0.6,12.2,0.5,182600,0.5,0.7,11.9,14.6,0.6,17.7,10.3,0.5,10.2,0.5,0.4,1072,26.3,16.8,0.7,13.1,0.5,42.7,1.0,1.0,1.0,0.2,3.0,6.0,9.9,0.7,10.1,0.5,11.0,0.7,9.9,0.5,15.4,10.6,3252,6.6,19.5,0.5,0.8,9.2,0.2,0.4,0.5,0.6,0.6,7.2,0.6,396,19.1,0.8,5.0,0.4,4.4,0.4,9.7,0.5,18.0,0.6,12.4,0.5,3.8,0.3,1.8,0.2,14.6,0.6,12.8,0.6,1.5,0.2,0.4,0.1,17.7,0.8,17.1,0.8,0.4,0.1,0.1,0.1,29.6,0.9,29.6,0.9,0.1,0.1,0.0,0.1,1.0,0.2,29.9,0.8,21.2,0.7,43.3,0.8,5.5,0.4,null,null,null,null,null,null,null,null,null,(X),null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
49781,0.9,0.6,22.1,5,2504,40,31.0,-888888888.0,0400000US53,480534,8086,11.8,0.7,6.7,0.5,10.6,0.5,14.7,0.7,23.1,0.8,21.4,0.8,11.7,0.6,223800,0.4,0.8,11.7,15.3,0.6,19.2,11.3,0.6,10.8,0.6,0.6,1072,23.8,15.5,0.6,11.6,0.6,47.9,1.0,1.2,1.4,0.3,2.0,3.3,4.8,0.5,6.1,0.5,7.7,0.6,8.0,0.5,18.1,15.8,3784,5.6,17.6,0.7,0.8,8.5,0.2,0.3,0.3,0.8,0.7,10.7,0.8,493,15.7,0.8,3.0,0.3,3.2,0.3,9.5,0.6,18.0,0.8,9.6,0.6,5.0,0.4,3.4,0.3,15.3,0.6,12.3,0.6,2.5,0.3,0.6,0.2,19.2,0.8,18.2,0.8,0.9,0.2,0.1,0.1,30.6,1.0,30.3,1.0,0.3,0.1,0.0,0.1,1.2,0.2,16.0,0.8,11.0,0.6,66.7,1.1,6.4,0.5,null,null,null,null,null,null,null,null,null,(X),null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
35767,1.3,0.3,2.2,3,475,12,27.9,-888888888.0,0400000US54,275799,5302,33.3,1.3,26.3,1.2,15.0,1.0,10.4,0.9,9.4,0.7,3.9,0.5,1.7,0.3,81100,0.8,1.1,14.5,16.0,0.8,16.7,9.2,0.7,5.7,0.5,0.5,1247,49.0,15.4,1.1,10.2,0.8,24.3,1.0,1.1,3.2,0.4,8.3,13.0,16.4,1.1,16.2,0.9,13.0,1.0,9.1,0.7,11.7,5.2,2420,8.0,26.6,0.8,1.0,3.3,0.3,0.7,0.9,0.8,0.6,1.7,0.3,278,24.4,1.0,9.4,0.7,6.7,0.8,8.3,0.8,23.6,1.1,20.6,1.0,2.4,0.4,0.6,0.2,16.0,0.8,15.8,0.8,0.1,0.1,0.0,0.1,16.7,1.0,16.6,1.0,0.1,0.1,0.0,0.1,18.2,1.0,18.2,1.0,0.0,0.1,0.0,0.1,1.1,0.3,61.0,1.3,15.0,0.9,6.2,0.6,17.9,1.0,null,null,null,null,null,null,null,null,null,(X),null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
46282,0.6,0.4,19.1,4,3009,30,29.1,-888888888.0,0400000US55,517012,6625,9.8,0.4,15.5,0.5,21.5,0.6,20.8,0.8,19.9,0.6,8.6,0.4,3.8,0.3,156500,0.4,0.7,12.8,16.8,0.6,19.9,10.9,0.5,9.1,0.4,0.4,747,30.4,19.0,0.6,13.3,0.5,36.3,0.8,0.9,0.4,0.1,0.7,1.6,2.8,0.2,4.6,0.3,7.1,0.4,9.9,0.5,21.4,19.7,1535,5.1,18.8,0.5,0.5,6.5,0.2,0.1,0.2,0.6,0.6,12.5,0.6,507,15.9,0.6,1.2,0.2,3.3,0.2,11.3,0.5,20.0,0.6,8.8,0.3,7.6,0.5,3.6,0.3,16.8,0.6,13.9,0.6,2.5,0.3,0.4,0.1,19.9,0.5,19.0,0.5,0.8,0.2,0.2,0.1,26.5,0.7,26.3,0.7,0.2,0.1,0.0,0.1,0.9,0.2,6.6,0.4,8.2,0.4,82.2,0.5,3.1,0.3,null,null,null,null,null,null,null,null,null,(X),null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
49010,2.3,1.0,7.7,10,1029,49,27.8,-888888888.0,0400000US56,65585,2695,19.6,1.9,9.3,1.6,11.8,1.7,18.1,2.1,21.6,2.0,11.2,1.6,8.5,1.5,171900,1.1,2.1,10.9,16.1,2.3,18.4,12.3,1.5,12.5,1.6,1.1,2614,35.7,15.4,1.6,9.1,1.6,39.1,3.0,0.6,1.0,0.7,3.5,5.5,10.8,1.7,13.0,1.8,12.5,1.8,12.7,1.8,18.7,10.9,5403,4.6,19.5,1.7,2.1,5.9,0.4,1.0,1.2,2.1,1.8,3.8,1.5,365,16.6,2.1,4.2,1.0,4.3,1.1,8.0,1.6,17.6,1.9,11.0,1.3,4.2,1.4,2.4,1.1,16.1,2.3,15.4,2.2,0.4,0.2,0.3,0.3,18.4,2.1,17.8,2.1,0.6,0.5,0.0,0.2,30.7,1.9,30.3,1.9,0.1,0.2,0.2,0.3,0.6,0.4,36.5,2.5,33.9,2.5,25.7,2.4,3.9,0.9,null,null,null,null,null,null,null,null,null,(X),null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
17048,0.8,0.2,1.1,2,466,43,13.4,-888888888.0,0400000US72,504453,7229,13.4,0.6,30.0,1.0,23.0,0.9,15.5,0.6,13.0,0.7,4.0,0.4,1.2,0.2,112300,1.0,1.0,12.4,11.1,0.7,6.7,2.2,0.3,1.2,0.2,0.2,384,12.9,11.0,0.7,10.4,0.6,59.9,1.2,5.8,24.5,0.9,25.8,18.8,11.5,0.6,7.3,0.6,3.8,0.4,2.6,0.3,2.5,1.4,1717,30.6,35.1,0.7,0.6,0.8,0.4,0.8,0.8,0.2,0.2,0.7,0.2,150,51.0,1.1,30.4,1.0,8.4,0.6,12.1,0.7,21.4,0.9,20.5,0.9,0.7,0.2,0.2,0.1,11.1,0.7,11.0,0.6,0.1,0.1,0.0,0.1,6.7,0.6,6.6,0.6,0.0,0.1,0.0,0.1,4.2,0.4,4.2,0.4,0.0,0.1,0.0,0.1,5.8,0.4,6.7,0.5,1.7,0.2,1.2,0.2,90.4,0.6,null,null,null,null,null,null,null,null,null,(X),null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
