B23002F_033E,B23002F_033M,B23002F_034E,B23002F_034M,B23002F_035E,B23002F_035M,B23002F_036E,B23002F_036M,B23002F_037E,B23002F_037M,B23002F_038E,B23002F_038M,B23002F_039E,B23002F_039M,B23002F_040E,B23002F_040M,B23002F_041E,B23002F_041M,B23002F_042E,B23002F_042M,B23002F_043E,B23002F_043M,B23002F_044E,B23002F_044M,B23002F_045E,B23002F_045M,B23002F_046E,B23002F_046M,B23002F_047E,B23002F_047M,B23002F_048E,B23002F_048M,B23002F_049E,B23002F_049M,B23002F_050E,B23002F_050M,B23002F_051E,B23002F_051M,B23002F_052E,B23002F_052M,B23002F_053E,B23002F_053M,B23002F_054E,B23002F_054M,B23002F_055E,B23002F_055M,B23002F_056E,B23002F_056M,B23002F_057E,B23002F_057M,B23002F_058E,B23002F_058M,B23002F_059E,B23002F_059M,B23002F_060E,B23002F_060M,B23002F_061E,B23002F_061M,B23002F_062E,B23002F_062M,B23002F_063E,B23002F_063M,B23002F_064E,B23002F_064M,B23002F_065E,B23002F_065M,B23002F_066E,B23002F_066M,B23002F_067E,B23002F_067M,B23002F_068E,B23002F_068M,B23002F_069E,B23002F_069M,B23002F_070E,B23002F_070M,B23002F_071E,B23002F_071M,B23002F_072E,B23002F_072M,B23002F_073E,B23002F_073M,B23002F_074E,B23002F_074M,B23002F_075E,B23002F_075M,B23002F_076E,B23002F_076M,B23002F_077E,B23002F_077M,B23002F_078E,B23002F_078M,B23002F_079E,B23002F_079M,GEO_ID,B23002F_001E,B23002F_001M,B23002F_002E,B23002F_002M,B23002F_003E,B23002F_003M,B23002F_004E,B23002F_004M,B23002F_005E,B23002F_005M,B23002F_006E,B23002F_006M,B23002F_007E,B23002F_007M,B23002F_008E,B23002F_008M,B23002F_009E,B23002F_009M,B23002F_010E,B23002F_010M,B23002F_011E,B23002F_011M,B23002F_012E,B23002F_012M,B23002F_013E,B23002F_013M,B23002F_014E,B23002F_014M,B23002F_015E,B23002F_015M,B23002F_016E,B23002F_016M,B23002F_017E,B23002F_017M,B23002F_018E,B23002F_018M,B23002F_019E,B23002F_019M,B23002F_020E,B23002F_020M,B23002F_021E,B23002F_021M,B23002F_022E,B23002F_022M,B23002F_023E,B23002F_023M,B23002F_024E,B23002F_024M,B23002F_025E,B23002F_025M,B23002F_026E,B23002F_026M,B23002F_027E,B23002F_027M,B23002F_028E,B23002F_028M,B23002F_029E,B23002F_029M,B23002F_030E,B23002F_030M,B23002F_031E,B23002F_031M,B23002F_032E,B23002F_032M,B23002F_033MA,B23002F_033EA,B23002F_034MA,B23002F_034EA,B23002F_035MA,B23002F_035EA,B23002F_036MA,B23002F_036EA,B23002F_037EA,B23002F_037MA,B23002F_038MA,B23002F_038EA,B23002F_039MA,B23002F_039EA,B23002F_040MA,B23002F_040EA,B23002F_041MA,B23002F_041EA,B23002F_042EA,B23002F_042MA,B23002F_043EA,B23002F_043MA,B23002F_044MA,B23002F_044EA,B23002F_045MA,B23002F_045EA,B23002F_046MA,B23002F_046EA,B23002F_047EA,B23002F_047MA,B23002F_048EA,B23002F_048MA,B23002F_049MA,B23002F_049EA,B23002F_050MA,B23002F_050EA,B23002F_051EA,B23002F_051MA,B23002F_052EA,B23002F_052MA,B23002F_053EA,B23002F_053MA,B23002F_054EA,B23002F_054MA,B23002F_055MA,B23002F_055EA,B23002F_056EA,B23002F_056MA,B23002F_057EA,B23002F_057MA,B23002F_058EA,B23002F_058MA,B23002F_059EA,B23002F_059MA,B23002F_060MA,B23002F_060EA,B23002F_061EA,B23002F_061MA,B23002F_062EA,B23002F_062MA,B23002F_063EA,B23002F_063MA,B23002F_064EA,B23002F_064MA,B23002F_065EA,B23002F_065MA,B23002F_066EA,B23002F_066MA,B23002F_067EA,B23002F_067MA,B23002F_068EA,B23002F_068MA,B23002F_069EA,B23002F_069MA,B23002F_070EA,B23002F_070MA,B23002F_071MA,B23002F_071EA,B23002F_072EA,B23002F_072MA,B23002F_073EA,B23002F_073MA,B23002F_074EA,B23002F_074MA,B23002F_075EA,B23002F_075MA,B23002F_076MA,B23002F_076EA,B23002F_077EA,B23002F_077MA,B23002F_078EA,B23002F_078MA,B23002F_079EA,B23002F_079MA,NAME,B23002F_001EA,B23002F_001MA,B23002F_002EA,B23002F_002MA,B23002F_003EA,B23002F_003MA,B23002F_004EA,B23002F_004MA,B23002F_005MA,B23002F_005EA,B23002F_006EA,B23002F_006MA,B23002F_007EA,B23002F_007MA,B23002F_008EA,B23002F_008MA,B23002F_009EA,B23002F_009MA,B23002F_010EA,B23002F_010MA,B23002F_011EA,B23002F_011MA,B23002F_012EA,B23002F_012MA,B23002F_013EA,B23002F_013MA,B23002F_014EA,B23002F_014MA,B23002F_015EA,B23002F_015MA,B23002F_016MA,B23002F_016EA,B23002F_017EA,B23002F_017MA,B23002F_018EA,B23002F_018MA,B23002F_019EA,B23002F_019MA,B23002F_020EA,B23002F_020MA,B23002F_021MA,B23002F_021EA,B23002F_022EA,B23002F_022MA,B23002F_023EA,B23002F_023MA,B23002F_024EA,B23002F_024MA,B23002F_025EA,B23002F_025MA,B23002F_026MA,B23002F_026EA,B23002F_027MA,B23002F_027EA,B23002F_028EA,B23002F_028MA,B23002F_029EA,B23002F_029MA,B23002F_030EA,B23002F_030MA,B23002F_031EA,B23002F_031MA,B23002F_032EA,B23002F_032MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
4575,1038,184,193,9706,1728,20925,2374,3282,1033,2968,928,314,287,17643,2177,521734,15652,45767,3793,14988,2299,14,25,14974,2300,11880,2062,3094,937,30779,2932,64415,4079,44615,3816,145,163,44470,3818,40382,3912,4088,1098,19800,2047,311030,10111,207634,8653,964,651,206670,8623,191379,7859,15291,2686,103396,6467,54081,3622,29218,2620,0,211,29218,2620,26735,2485,2483,974,24863,2871,16280,2249,3449,818,3449,818,0,211,12831,2124,30161,2457,2137,684,2137,684,0,211,28024,2392,0400000US48,1084659,27777,562925,15264,52190,3665,20976,2844,255,222,20721,2854,16666,2650,4055,1364,31214,2822,69552,5598,56042,4718,410,316,55632,4666,51144,4457,4488,1207,13510,2624,351924,9921,320611,9473,1349,542,319262,9529,305792,8972,13470,2622,31313,3063,53869,4045,38879,3050,0,211,38879,3050,37756,2937,1123,541,14990,2463,14465,2015,4759,1018,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
325,350,0,184,298,234,589,278,171,130,171,130,0,184,418,269,42582,3229,3770,865,1366,556,0,184,1366,556,1097,480,269,311,2404,805,5628,1409,3499,1079,0,184,3499,1079,3104,1067,395,372,2129,893,28016,2430,18280,2402,0,184,18280,2402,17062,2354,1218,721,9736,1740,3315,914,2510,917,0,184,2510,917,2510,917,0,184,805,427,785,429,346,265,346,265,0,184,439,344,1068,438,359,320,359,320,0,184,709,345,0400000US49,91925,6649,49343,4328,5875,1272,3551,986,0,184,3551,986,2834,857,717,514,2324,895,5970,1619,5490,1586,0,184,5490,1586,4738,1340,752,614,480,380,32748,3052,30258,2905,95,122,30163,2908,28880,2913,1283,572,2490,716,3538,823,2703,643,0,184,2703,643,2649,648,54,91,835,442,623,430,325,350,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
642,508,0,195,495,584,1048,496,312,305,312,305,0,195,736,390,58807,4948,4330,1096,1934,761,0,195,1934,761,1575,631,359,338,2396,796,6469,1482,5015,1344,400,464,4615,1134,3787,1034,828,561,1454,728,40599,3770,30279,3618,305,280,29974,3641,28305,3515,1669,692,10320,1758,4956,1190,3244,1034,0,195,3244,1034,3176,1038,68,84,1712,720,1239,662,315,229,315,229,0,195,924,606,1214,518,253,246,150,166,103,122,961,462,0400000US51,124210,8376,65403,4846,5631,1324,2469,885,0,195,2469,885,2328,888,141,124,3162,998,8824,1768,7737,1733,81,98,7656,1726,6947,1740,709,701,1087,551,43314,3828,40006,3963,1039,584,38967,3963,37644,3771,1323,739,3308,974,5449,1164,4706,1116,0,195,4706,1116,4034,962,672,560,743,433,1137,761,642,508,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
810,501,38,65,597,313,1798,567,402,364,402,364,0,193,1396,505,78739,5021,7693,1561,3009,943,0,193,3009,943,2415,800,594,402,4684,1188,11772,1985,8630,1561,0,193,8630,1561,7455,1364,1175,612,3142,1145,49052,3316,33528,2530,182,192,33346,2511,29841,2665,3505,1005,15524,2266,5805,1130,3826,985,0,193,3826,985,3655,962,171,173,1979,683,2600,864,788,479,759,481,29,49,1812,649,1817,777,342,339,342,339,0,193,1475,679,0400000US53,173126,10683,94387,6743,11241,1931,4646,1274,0,193,4646,1274,3471,971,1175,851,6595,1794,12978,2568,11873,2445,421,331,11452,2421,10478,2217,974,610,1105,699,58991,4552,52525,4365,878,525,51647,4307,49374,3898,2273,970,6466,1601,7934,1198,6192,1141,0,193,6192,1141,5976,1145,216,242,1742,604,1445,603,848,497,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
149,186,0,145,117,105,663,343,224,262,224,262,0,145,439,238,33744,2974,3971,789,1620,508,0,145,1620,508,1240,501,380,276,2351,781,4799,1170,3248,904,0,145,3248,904,2897,891,351,414,1551,684,21876,2233,13958,1970,0,145,13958,1970,13260,1900,698,390,7918,1498,1692,580,1116,455,0,145,1116,455,1116,455,0,145,576,308,581,255,109,135,109,135,0,145,472,239,825,319,38,61,38,61,0,145,787,314,0400000US55,70030,4580,36286,2684,4096,991,1580,516,0,145,1580,516,1376,509,204,191,2516,876,4799,959,3988,926,0,145,3988,926,3487,927,501,405,811,507,24032,2044,21734,2088,0,145,21734,2088,20532,2168,1202,588,2298,666,2430,647,1632,643,0,145,1632,643,1632,643,0,145,798,391,266,213,149,186,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
1034,614,179,182,9020,1353,19136,2198,455,341,455,341,0,220,18681,2204,195397,8048,15488,2196,2910,836,0,220,2910,836,897,476,2013,676,12578,1974,17770,2094,8541,1457,0,220,8541,1457,5205,1190,3336,1175,9229,1674,96594,5288,59299,4107,48,79,59251,4093,47723,3858,11528,1745,37295,3587,27624,2802,7862,1360,0,220,7862,1360,7033,1287,829,444,19762,2436,13186,1833,746,358,746,358,0,220,12440,1797,24735,2491,505,306,442,288,63,102,24230,2468,0400000US72,383846,14477,188449,8306,16039,2013,2806,923,0,220,2806,923,874,491,1932,666,13233,1813,21513,2422,12016,1900,0,220,12016,1900,7600,1548,4416,1149,9497,1835,95472,5051,71473,4563,58,96,71415,4550,59235,4103,12180,2307,23999,2749,26056,2947,9609,1687,0,220,9609,1687,7961,1382,1648,649,16447,2245,10233,1442,1213,627,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
